Unnamed: 0,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,url,tweet,dia,mes,año,latitud,longitud,alcaldia,termino
5,6.0,0.4231,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['alcaldia', 'aplicara', 'vacuna', 'coyoacan', 'alvaro', 'oregon', 'etcetera', 'dosis', 'ano']",https://twitter.com/LeoDiazMX2/status/1451690114111918093,"Estas son las #alcaldías que se aplicara la #vacuna  Coyoacán, Álvaro Obregón etc, la segunda dosis a mayores de 18 años.

https://t.co/BvHqPqGOoP",22,10,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
9,6.0,0.5054,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['vacuna', 'llevelallevela', 'fecha', 'preguntar', 'iztapalapa', 'coyoacan', 'azcapotzalco', 'alvaro', 'oregon']",https://twitter.com/LupitaJuarezH/status/1442125193825046536,"💉💉Lleve su vacuna, llévela,llévela. Aquí las fechas para quienes me preguntan de Iztapalapa, Coyoacán Azcapotzalco y Álvaro Obregón. https://t.co/pCvtDfB6hM",26,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
10,6.0,0.2998,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['vacuna', 'olvidado', 'alvaro', 'oregon', 'epicentro', 'caso', 'activo', 'tercero', 'ola', 'iztapalapa', 'caso', 'acumulado', 'pandemia']",https://twitter.com/OmarMontalvo_/status/1441979982360678400,"Por fin, vacuna para los olvidados; Álvaro Obregón como epicentro con más casos activos en la tercera ola, e Iztapalapa con más casos acumulados en lo que va de la panademia 🧐",25,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
16,6.0,0.3525,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['mandar', 'vacuna', 'iztapalapa', 'coyoacan', 'azcapotzalco', 'alvaro', 'oregon', 'mandando', 'estadistica', 'diferencia', 'alcanzar', 'meta', 'malo', 'cumplir', 'octubre', 'tocar', 'vacuna']",https://twitter.com/EmbajadorQBP/status/1441502712227516418,"Mandaron vacunas para Iztapalapa, Coyoacán Azcapotzalco y Álvaro Obregón. Las están mandando juntas porque las estadísticas dicen que ya hay una diferencia para alcanzar la meta que AMLO había dicho se cumpliría antes del 30 de octubre 🙄 bueno al menos ya nos toca la vacuna!",24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
19,6.0,0.5873,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['vacuna', 'grupo', 'iztapalapa', 'coyoacan', 'alvaro', 'oregon', 'azcapotzalco']",https://twitter.com/hzamarron/status/1441461913318199297,"#CDMX
¡Vaya! Por fin la vacuna para el grupo 18-29 en Iztapalapa, Coyoacán, Álvaro Obregón y Azcapotzalco",24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
20,6.0,0.6188,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['ano', 'tocar', 'primero', 'dosis', 'vacuna', 'covid', 'coyoacan', 'alvaro', 'oregon', 'iztapalapa', 'azcapotzalco']",https://twitter.com/Fresatanicart/status/1441452746540945411,"Después de 84 años ya nos toca primera dosis de la vacuna COVID a los de 18 a 29 en Coyoacán, Álvaro Obregón, Iztapalapa y Azcapotzalco. https://t.co/W6wA3hCiKm",24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
21,6.0,0.509,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['ojito', 'chavos', 'alvaro', 'oregon', 'azcapotzalco', 'coyoacan', 'iztapalapa', 'venir', 'vacuna']",https://twitter.com/Necromuerte/status/1441442723639316484,"Ojito a los chavos de la Álvaro Obregón, Azcapotzalco, Coyoacán e Iztapalapa 👀

Ahí viene la vacuna.",24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
22,6.0,0.6643,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['vacuna', 'primero', 'dosis', 'ano', 'alvaro', 'oregon', 'iztapalapa', 'azcapotzalco', 'coyoacan']",https://twitter.com/pilii_cg/status/1441440309506830337,"🚨 Y al fin, vacuna de primera dosis para 18 a 29 años en Álvaro Obregón, Iztapalapa, Azcapotzalco y Coyoacán. https://t.co/tuuYMSJjfU",24,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
26,6.0,0.3151,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['inconciencia', 'primero', 'dosis', 'vacuna', 'alvaro', 'oregon', 'joven', 'flow', 'test', 'vuelta', 'esquina', 'ponte', 'pilo', 'claudia']",https://twitter.com/Nohemirandha/status/1441110156360568833,"Que inconciencia no poner ni la primera dosis de vacuna en Álvaro Obregón a los jóvenes de 18 a 29 cuando el flow fest ya está tan cerca, lo tenemos a la vuelta de la esquina. Ponte las pilas Claudia.",23,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
27,6.0,0.6702,"dosis, primero, iztapalapa, coyoacan, ano, tapan, azcapotzalco, alcaldia, tocar, iztacalco","['vacuna', 'primero', 'dosis', 'ano', 'avaro', 'obrero']",https://twitter.com/jucaeri09/status/1441082966986268683,Cuando se vacuna las primera dosis de 18 años en alvaro obregon,23,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
