,tweet,lon,lat
24,"['menstruacion', 'vacuna', 'covid', 'morir', 'colico', 'mamon', 'sugestion', 'volver', 'canon', 'literal', 'colico', 'muerte']",-99.1843501,19.3998346
25,"['conte', 'alto', 'covid', 'secuela', 'cansancio', 'sueno', 'hambre', 'poquito', 'tos', 'canso', 'rapido', 'dolor muscular', 'afortunadamente', 'dano', 'pulmonar']",-99.180678,19.444937
26,"['lady', 'prole', 'asigna', 'vacuna', 'ojo', 'resentimiento', 'social']",-99.1843501,19.3998346
27,"['amiguitos', 'vivir', 'pareja', 'atascados', 'vacuna', 'quedese', 'cuidar', 'astrazeneca']",-99.259495,19.3863707
28,"['covid', 'enero', 'ano', 'sintoma', 'leve', 'dolor muscular', 'febricula', 'dolor cabeza', 'tos', 'semana', 'cansado', 'vida', 'dolor', 'pie', 'sueno', 'dolor cabeza']",-99.1600234,19.152878
29,"['vacuna', 'alcaldia', 'septiembre', 'eh', 'festivo', 'vacuna', 'chingaderas', 'fiesta', 'siquiera', 'fiesta']",-99.1919955,19.357102
30,"['ens', 'feria', 'vacuna', 'contagie', 'diabetes', 'hipertension', 'peso', 'hospital', 'gracias', 'dios', 'dolor cabeza', 'atribuir', 'vacuna']",-99.067766,19.3668621
31,"['inicie', 'ano', 'chingo', 'cansancio', 'ahorita', 'sentir', 'pila', 'ayudar', 'semanito', 'cabo']",-99.259495,19.3863707
32,"['agilizar', 'pedo', 'pagina', 'registro', 'vacuna']",-99.5851,19.185555
33,"['porfavor', 'senor', 'alcalde', 'canalice', 'repare', 'bocina', 'alerta', 'sismico', 'avapatlaco', 'em', 'calle', 'oyeme', 'uinfonavit', 'it', 'subir', 'puente', 'funcionar', 'simulacro', 'reporto', 'cansancio', 'arreglar']",-99.140238,19.2846922
34,"['vacuna', 'panda', 'prender', 'fiesta']",-99.1919955,19.357102
35,"['casualmente', 'cerrar', 'trato', 'ruso', 'vacuna', 'hara', 'pensar', 'reclamar', 'enfermo']",-99.180678,19.444937
36,"['enfermo', 'tos', 'seco', 'doler', 'pecho', 'compartir', 'ona', 'jefe', 'positivo', 'covid', 'vacuna', 'dosis', 'alcanzar', 'inmunidad']",-99.118665,19.484399
37,"['wey', 'pego', 'sputnik', 'pasar', 'malo', 'noche', 'ahorita', 'dolor cabeza', 'garganta']",-99.140238,19.2846922
38,"['gusto', 'foto', 'comentario', 'tuits', 'companero', 'guerra', 'fucking', 'covid', 'vacuna', 'esperar', 'inicio', 'covid']",-99.180678,19.444937
39,"['puro', 'rata', 'vacuna', 'pedo', 'tocar', 'vivir']",-99.140238,19.2846922
40,"['tocar', 'vacuna', 'astrazeneca', 'ahorita', 'dolor']",-99.128294,19.4043522
41,"['doler', 'caer', 'fatal', 'vacuna', 'covid']",-99.2058092,19.2970107
42,"['vacuna', 'encuentro', 'feliz', 'recibir', 'dosis', 'vacuna', 'doler']",-99.259495,19.3863707
43,"['conecto', 'cuerpo', 'enfermo', 'pq', 'atencion', 'grito', 'imploran', 'descanso', 'dormir', 'comer', 'tele', 'productivo', 'whatever', 'enfermo', 'fila', 'vacuna', 'pasar', 'anestesia', 'local', 'suerte']",-99.1843501,19.3998346
44,"['tocar', 'justo', 'cabecitamamamenecita', 'rodriguez', 'vacunada', 'octavo']",-99.259495,19.3863707
45,"['vacuna', 'covid', 'ocasion', 'dolor cabeza', 'terrible']",-99.1843501,19.3998346
46,"['oiga', 'doc', 'vacuna', 'viernes', 'bailo', 'sed', 'acabar', 'abrir', 'cerveza', 'mevoamorir']",-99.1919955,19.357102
47,"['domingo', 'cansancio', 'nieguemelo']",-99.128294,19.4043522
48,"['extra', 'extra', 'falta', 'cumplir', 'gordo', 'vacuna', 'desparasitar', 'manana', 'olvidar', 'mandar', 'felicitacion', 'please', 'viernes', 'cuerpo', 'feliz']",-99.1843501,19.3998346
49,"['sensacional', 'entrevista', 'escuchar', 'franz', 'ano', 'feliz', 'viernes', 'gym', 'escuchamo', 'vacuna']",-99.137171,19.375769
50,"['positivo', 'vacuna', 'astrazeneca', 'semana', 'temer', 'diabeticama', 'tambo', 'hijo', 'vacuna', 'millon', 'vacuna', 'extraviada']",-99.180678,19.444937
51,"['woody', 'vacuna', 'calle', 'pugsofinstagram', 'pug', 'petsofinstagram', 'perritostierno', 'mundo']",-99.1333,19.4333
52,"['tocar', 'vacuna', 'astrazeneca', 'feliz', 'emocionado', 'tocar', 'numero', 'favorito']",-99.137171,19.375769
53,"['caminar', 'comer', 'rico', 'cuerpecito', 'cansancio', 'feliz', 'experiencia', 'increible']",-99.1843501,19.3998346
54,"['muero', 'cansancio', 'increible']",-99.180678,19.444937
55,"['cansancio', 'extremo', 'bonito', 'desvelar', 'seguido']",-99.259495,19.3863707
56,"['avion', 'codigo', 'previo', 'velar', 'pedir', 'vacuna', 'desquitamo', 'sunset', 'arrocero', 'manden', 'vibras']",-99.1919955,19.357102
57,"['empezar', 'vacuna', 'andar']",-99.1417407989502,19.286476518366147
58,"['empezar', 'vacuna', 'andar']",-99.1417407989502,19.286476518366147
59,"['sone', 'andabamos', 'who', 'knows', 'where', 'echar', 'fiesta', 'seguir', 'sector', 'salud', 'invitar', 'vacuna', 'covid', 'calle', 'hermoso', 'beber', 'post', 'vacuna']",-99.1843501,19.3998346
60,"['dolor', 'articulacion', 'infierno', 'cansancio', 'excesivo']",-99.180678,19.444937
61,"['esperar', 'replegao', 'aguantando', 'cero', 'simple', 'descuido', 'vacuna', 'planteamiento', 'contar', 'rival', 'hablaste', 'soltar', 'murmillo', 'vikingo', 'morir', 'atacar']",-99.2058092,19.2970107
62,"['noche', 'temperatura', 'cuerpo', 'cortar', 'paracetamol', 'arreglar', 'haha', 'intenso', 'reaccion', 'vacuna', 'sputnik', 'doler', 'brazo', 'sueno', 'pesadez', 'flojero', 'haha']",-99.2058092,19.2970107
63,"['dale', 'paciente', 'paro', 'pasa', 'atropino', 'olvid', 'dosis', 'alto', 'epinefrina', 'olvidar', 'interrumpir', 'compresion', 'rato', 'monitor', 'crees', 'salir', 'paro', 'burlamo', 'rcp']",-99.180678,19.444937
64,"['chileno', 'sputnik', 'sinovial', 'andar', 'quejando', 'astrazeneca', 'reaccion']",-99.2058092,19.2970107
65,"['ando', 'muerto', 'cansancio', 'feliz']",-99.1919955,19.357102
66,"['exactamente', 'domingo', 'junio', 'dosis']",-99.1919955,19.357102
67,"['cesarea', 'paciente', 'covid', 'equipo', 'medico', 'recuperacion', 'post', 'covid', 'excelente', 'pronostico', 'bebe', 'mama', 'gracias', 'cientifico', 'vacuna', 'gracias', 'amor']",-99.1919955,19.357102
68,"['tecnicamente', 'pifia', 'importante', 'registro', 'llamada', 'telefonico', 'vacuna', 'registro', 'cruzar', 'registro', 'llamaran', 'vacuna']",-99.1919955,19.357102
69,"['echale', 'ojo', 'produccion', 'vacuna', 'millennium', 'dale', 'click', 'rt']",-99.259495,19.3863707
70,"['sentimiento', 'cansancio', 'mirada', 'cansino']",-99.1843501,19.3998346
71,"['hola', 'doctor', 'frisbie', 'esperar', 'ayudar', 'resolver', 'duda', 'aplicaron', 'vacuna', 'moderna', 'ka', 'ciudad', 'mexico', 'viernes', 'enero', 'dolor brazo', 'empezar', 'escalofrio', 'mareo', 'leve']",-99.2058092,19.2970107
72,"['cansancio', 'arruinar', 'fiesta']",-99.1919955,19.357102
73,"['dolor', 'fuerte', 'brazo', 'cansancio']",-99.1843501,19.3998346
74,"['sentir', 'dolor', 'intenso', 'perder', 'cosmetiquera', 'fiesta', 'brazo', 'vacuna']",-99.259495,19.3863707
75,"['publicidad', 'gratis', 'olvidado', 'televisa', 'cansancio', 'buscar', 'revivir', 'imagen', 'rapido', 'forma', 'tuitear', 'malo', 'chamba', 'marketing', 'gratis']",-99.1919955,19.357102
76,"['iniciando', 'vacuna', 'fiebre', 'escalofrio', 'dolor cabeza', 'cuerpo', 'cansancio', 'iniciando', 'madrugada']",-99.1919955,19.357102
77,"['centro', 'vacuna', 'world', 'trade', 'center', 'suerte', 'tocar', 'cancion', 'especial', 'explotar', 'corazon', 'obvio', 'cantada']",-99.1919955,19.357102
78,"['chocho', 'tea', 'yerba', 'quedar', 'estupido', 'paciente', 'aka', 'cliente', 'puto', 'hospital', 'medicina', 'ciencia', 'cansancio', 'frustracion', 'muerte', 'lv']",-99.140238,19.2846922
79,"['sonar', 'dosis', 'viernes', 'rock', 'atento', 'saludo', 'bendiciones', 'feliz', 'semana']",-99.140238,19.2846922
80,"['extrano', 'guardia', 'urgencia', 'morir', 'cansancio', 'risa', 'mediodia', 'consultorio']",-99.1919955,19.357102
81,"['automedicacion', 'pastillita', 'llamar', 'mexico', 'tendencia', 'horrible', 'pastilla', 'dolor', 'cansancio', 'mareos', 'sueno', 'hambre', 'dimensional', 'automedicacion', 'matar']",-99.1843501,19.3998346
82,"['ataque', 'ansiedad', 'exceda', 'dosis', 'prescrita', 'risperidona']",-99.180678,19.444937
83,"['pegar', 'fuerte', 'muchisimo', 'sueno', 'cansancio', 'dolor', 'articulacion', 'brazo', 'fiebre']",-99.180678,19.444937
84,"['buenisimos', 'sonriendo', 'feliz', 'mejora', 'modulo', 'vacuna']",-99.180678,19.444937
85,"['futuro', 'novia', 'culpable', 'cansancio', 'hambre']",-99.1919955,19.357102
86,"['porno', 'primavera', 'locura', 'pendejada', 'abrir', 'escuela', 'vacuna']",-99.140238,19.2846922
87,"['feliz', 'danza', 'disfruto', 'dolor', 'cansancio', 'clase']",-98.989059,19.372499
88,"['casualmente', 'gatell', 'giro', 'grado', 'posicion', 'vacuna', 'rango', 'edad', 'necesario', 'justo', 'feliz', 'dictadorsillo']",-99.1919955,19.357102
89,"['tocar', 'dosis', 'refuerzo', 'covid', 'sputnik', 'baby', 'baby', 'sufrir', 'dolor', 'bracito', 'sentir', 'volviendo', 'zombie', 'covidvacine', 'institutonacionaldamica']",-99.15003469,19.28650841
90,"['mamita', 'vacuna', 'reaccion', 'fuerte', 'fiebre', 'intenso', 'dolor cabeza']",-99.140238,19.2846922
91,"['beber', 'postre', 'pan', 'dulce', 'vacuna', 'gracias', 'gente', 'andar', 'chingo']",-99.140238,19.2846922
92,"['subir', 'animo', 'down', 'llegar', 'mensaje', 'registro', 'vacuna', 'bendiciones']",-99.1919955,19.357102
93,"['banda', 'hare', 'stream', 'moridisimo', 'vacuna', 'dominglish', 'falta']",-99.1919955,19.357102
94,"['efecto', 'vacuna', 'mandados', 'dolor', 'cadera', 'paracetamol', 'colico', 'dolor cabeza', 'dolor', 'cadera', 'neta', 'ganar', 'cadera']",-99.2058092,19.2970107
95,"['finalmente', 'tocar', 'dosis', 'astrazeneca', 'ojala', 'morir']",-99.1843501,19.3998346
96,"['presento', 'progenitora', 'cumplir', 'encerrado', 'mini', 'festejo', 'andar', 'feliz', 'dosis', 'andar', 'agitado', 'chelista', 'obvio', 'mordida']",-99.2058092,19.2970107
97,"['bicho', 'provocar', 'cansancio', 'dolor cabeza', 'ando', 'manana', 'tocar', 'prueba']",-99.1600234,19.152878
98,"['wagnermaniaco', 'pie', 'lucha', 'recuperacion', 'vacuna', 'igracio', 'ms', 'apoyo', 'bendiciones', 'companero', 'aficionado', 'fam', 'lucha', 'libre', 'bienbienbien']",-99.140238,19.2846922
99,"['rato', 'marto', 'debacle', 'asacar', 'vacuna', 'cobijo']",-99.140238,19.2846922
100,"['emocionado', 'feliz', 'nervioso', 'dosis', 'abue']",-99.140238,19.2846922
101,"['amiga', 'carne', 'dosis', 'vida', 'real', 'puto', 'covid', 'covid', 'astrazeneca', 'vacuna']",-99.1919955,19.357102
102,"['impotencia', 'hija', 'abrazar', 'reconfortar', 'disminuir', 'dolor', 'angustia', 'cansancio', 'impotencia', 'correr', 'ayudar', 'madre', 'deber', 'cavando', 'encontrar', 'hijo']",-99.180678,19.444937
103,"['cansancio', 'impresionante', 'cerrar', 'ojo', 'voluntad']",-99.1843501,19.3998346
104,"['sabado', 'banda', 'shower', 'chamba', 'efecto', 'dosis', 'dolor brazo', 'duermo', 'izquierdo', 'twit']",-99.118665,19.484399
105,"['mediodia', 'dolor cabeza', 'fatiga', 'vacuna', 'astrazeneca']",-99.1843501,19.3998346
106,"['vacuna', 'alcance', 'aparcero', 'pedir', 'salir', 'positivo']",-99.1919955,19.357102
107,"['manana', 'cumplo', 'semana', 'full', 'cansado', 'aguantar', 'cuerpo', 'cansancio', 'sacrificio', 'super', 'valer', 'pena', 'juro']",-99.2058092,19.2970107
108,"['tragedia', 'reir', 'dosis', 'semana']",-99.2058092,19.2970107
109,"['depender', 'venir', 'informacion', 'pie', 'crecer', 'vacuna', 'ocupamos', 'mundo', 'semana', 'informar', 'planta', 'aleman', 'coche', 'electrico', 'fuente']",-99.1843501,19.3998346
110,"['sentir', 'sueno', 'hambre', 'vacuna', 'astrazeneca', 'hambre', 'sueno', 'jajaja', 'vacuna']",-99.1843501,19.3998346
111,"['semana', 'jalar', 'pedo', 'andar', 'vacuna']",-99.259495,19.3863707
112,"['cansancio', 'enorme']",-99.1919955,19.357102
113,"['dosis', 'astrazeneca', 'area', 'recuperacion', 'cancion', 'chino', 'ejercicio', 'activacion', 'fisico', 'sentad', 'ayudar', 'relajar', 'reir', 'epic']",-99.1919955,19.357102
114,"['cuerpo', 'mover', 'correr', 'salta', 'girar', 'cuerpo', 'limite', 'superar', 'competencia', 'doler', 'mueller', 'dolormuscular', 'kinesiologia', 'kinesiotape', 'kinesiotaping']",-99.0693801,19.198192
115,"['regresar', 'feliz', 'merezco', 'vacuna']",-99.169925,19.39576
116,"['sentimiento', 'cansancio', 'delicioso', 'gym']",-99.1843501,19.3998346
117,"['ano', 'esquivando', 'mamada', 'ta', 'practicamente', 'imposible', 'esquivar', 'delta', 'afortunadamente', 'agarro', 'tranqui', 'empezar', 'diarrea', 'duro', 'dolor cabeza', 'quito', 'semana', 'cansancio', 'extremo', 'jamo', 'fiebre', 'tos', 'dolor muscular']",-99.1843501,19.3998346
118,"['oficial', 'ola', 'covid', 'hospital', 'saturados', 'gente', 'joven', 'comenzar', 'salir', 'bailar', 'terminando', 'hospital', 'papas', 'vacuna', 'vacuna', 'cuidate', 'ola']",-99.1843501,19.3998346
119,"['llegar', 'invitar', 'remolon', 'demandarian', 'mamon', 'exigencia', 'lopez', 'cumplir', 'ingerencista', 'mamona', 'demanda', 'agregaria', 'cansancio', 'experiencia', 'extorsionador', 'veriamo', 'replica', 'numerito', 'perverso', 'fidelio']",-99.1919955,19.357102
120,"['cansancio', 'viernes']",-99.1919955,19.357102
121,"['hola', 'vacuna', 'ensene', 'tweet', 'fe', 'domicilio', 'vacuna']",-99.1843501,19.3998346
122,"['reviviendo', 'astrazeneca', 'arroba', 'correr', 'kilometro', 'correr', 'feliz', 'domingo']",-99.1843501,19.3998346
123,"['viernes', 'gracias', 'dios', 'viernes', 'leer', 'cantar', 'tocar', 'vacuna']",-99.1919955,19.357102
124,"['pedir', 'nube', 'grind', 'arruinar', 'gana', 'sad', 'coraje', 'cinismo', 'cerveza', 'aguardar', 'refri', 'tome', 'golpe', 'acostar', 'cansancio', 'alcohol', 'quedar', 'dormido', 'instante', 'pesadilla', 'atacar']",-99.1600234,19.152878
125,"['culero', 'naranja', 'acorde', 'fox', 'yew', 'vacuna', 'coraje']",-99.1919955,19.357102
126,"['quedar', 'dormida', 'cansancio', 'extremo']",-99.1843501,19.3998346
127,"['compruebo', 'palacio', 'deporte', 'reventar', 'fila', 'interminable', 'gente', 'minuto', 'vacunada', 'astrazeneca']",-99.137171,19.375769
128,"['insomnio', 'dolor muscular', 'dolor cabeza', 'levantar', 'sputnik']",-99.180678,19.444937
129,"['salir', 'reaccion', 'vacuna', 'quedar', 'sueno', 'dormir', 'semejante', 'dolor cabeza', 'fiebre']",-99.1843501,19.3998346
130,"['sintoma', 'perdida', 'olfato', 'dolor cabeza', 'tos', 'cansancio', 'horrible', 'mil', 'sueno', 'novedad', 'dormido', 'casa', 'mama']",-99.259495,19.3863707
131,"['vacuna', 'confianza', 'salir', 'valemadrismo', 'andar', 'calle']",-99.118665,19.484399
132,"['sentir', 'camara', 'gas', 'cerrar', 'entrada', 'centro', 'vacuna', 'palacio', 'deporte', 'adentro']",-99.137171,19.375769
133,"['preguntar', 'dolor brazo', 'izquierdo', 'vacuna', 'volvi', 'cyborg', 'toque', 'vacuna', 'duden', 'fucking', 'covid']",-99.1843501,19.3998346
134,"['formar', 'valentin', 'elizalde', 'covercutre', 'aguja', 'vacuna', 'influencia', 'enorme']",-99.259495,19.3863707
135,"['dosis', 'presente', 'aso', 'preguntar', 'sentir', 'sintoma', 'seguir', 'quedar', 'empezar', 'reir', 'covid', 'teamsputnik']",-99.0693801,19.198192
136,"['registro', 'vacuna', 'renato', 'respiro', 'respiro', 'respiro']",-99.1843501,19.3998346
137,"['sumar', 'sueno', 'desvelada', 'cansancio', 'agotamiento', 'energia', 'activacion', 'ciudad', 'mexico']",-99.15506,19.37632
138,"['eclectico', 'corto', 'vivir', 'latino', 'michi', 'bodega', 'mega', 'vacuna', 'covid', 'eclectico', 'corto']",-98.989059,19.372499
139,"['forma', 'super', 'extrana', 'leccion', 'aprender', 'abrazo', 'enorme', 'fan', 'ano', 'verno', 'vacuna']",-99.1919955,19.357102
140,"['jefe', 'vacuna', 'semana', 'internar', 'complicacion', 'covid', 'riesgo', 'vacuna', 'diferencia']",-99.07794366299696,19.421526350364896
141,"['paso', 'vacuna', 'preparar', 'fiesta', 'disfraces']",-99.259495,19.3863707
142,"['shot', 'amp', 'shampoo', 'llorar', 'entrar', 'ojo']",-99.1919955,19.357102
143,"['quedate', 'vacuna', 'doler', 'brazo', 'out', 'cuerpo', 'cortar', 'leve', 'dolor cabeza', 'noche', 'temperatura', 'escalofrio', 'super', 'raro', 'mundo', 'dosis', 'pone', 'miedo']",-99.1843501,19.3998346
144,"['manana', 'tocar', 'vacuna', 'rezagada', 'andar', 'pija', 'vegas']",-99.1919955,19.357102
145,"['covid', 'costar', 'enfocar', 'ansiedad', 'olvidar', 'pequeno', 'random', 'estomago', 'fatiga', 'andar', 'generalmente', 'cansancio', 'dormir']",-99.259495,19.3863707
146,"['bro', 'fiebre', 'dolor cabeza', 'pasar', 'vacuna', 'ayudar']",-99.1919955,19.357102
147,"['vacuna', 'tocar', 'can', 'sentir', 'sabor', 'raro', 'garganta', 'nariz', 'leve', 'dolor cabeza', 'esperar', 'vacuna', 'vacuna', 'vacunacionpersonaleducativo', 'maestravacunada', 'chip']",-99.08240346559305,19.312181760403693
148,"['pedir', 'cansancio', 'votar', 'inteligentemente', 'aguantar', 'comienzo']",-99.180678,19.444937
149,"['marcelo', 'construir', 'cerrar', 'falla', 'exiliar', 'paris', 'lujo', 'funcionar', 'rato', 'regresar', 'grande', 'sentir', 'ungido', 'heroe', 'vacuna']",-99.1919955,19.357102
150,"['deseen', 'vacuna', 'pagar', 'recuperacion', 'contagien', 'justo', 'campantes', 'orgulloso', 'vacuna', 'importar', 'pasar']",-99.1843501,19.3998346
151,"['dolor brazo', 'fiebre', 'cansancio', 'paracetamol', 'quite', 'sputnik']",-99.1843501,19.3998346
152,"['vacuna', 'papas', 'sentir', 'alegria', 'entusiasmo', 'ojo']",-99.1919955,19.357102
153,"['dolor', 'volviste', 'dios', 'ayudar', 'llegar', 'vacuna', 'morena', 'gobernado', 'jiji', 'abrazo', 'bendiciones', 'opositor']",-99.2058092,19.2970107
154,"['mamen', 'banda', 'suponer', 'chiste', 'anecdota', 'sputnik']",-99.1919955,19.357102
155,"['desear', 'aplaudiendo', 'hackers', 'vulnerar', 'pagina', 'registro', 'vacuna', 'lindeza', 'sacar', 'relucir', 'antilopezobradorismo']",-99.118665,19.484399
156,"['paso', 'comienzo', 'ejercicio', 'belleza', 'termine', 'reaccion', 'vacuna', 'covid']",-99.140238,19.2846922
157,"['asumir', 'juventud', 'blanco', 'xochimilco', 'neta', 'dignidad', 'vacuna', 'corresponder', 'banda', 'periferia', 'aspiracionista', 'quitar', 'vacuna', 'banda', 'rancho', 'culero']",-99.1600234,19.152878
158,"['hermano', 'vacuna', 'presentar', 'dolor brazo', 'dolor cabeza', 'indicacion', 'dolor']",-99.0693801,19.198192
159,"['hola', 'danny', 'ten', 'excelente', 'inicio', 'semana', 'abrazote', 'chakra', 'banda', 'comentar', 'vacuna', 'astrazeneca']",-99.140238,19.2846922
160,"['cuarenton', 'justo', 'pensar', 'cesar', 'vacuna']",-99.1843501,19.3998346
161,"['seguro', 'empezar', 'molestia', 'garganta', 'catarro', 'fiebre', 'malestar', 'cuerpo', 'vacuna', 'pasar', 'casa', 'contagiamo', 'salir']",-99.2058092,19.2970107
162,"['terminator', 'pedir', 'vacuna', 'tocar']",-99.259495,19.3863707
163,"['cancela', 'ansiedad', 'gente', 'vacuna']",-99.128294,19.4043522
164,"['nivel', 'supervivencia', 'covid', 'diciembre', 'vacuna', 'astrazeneca', 'julio', 'mamon', 'pinche', 'vacuna', 'cruda', 'sentir', 'astrazeneca']",-99.1919955,19.357102
165,"['rato', 'mesa', 'revision', 'papel', 'vacuna', 'senora', 'ayudar', 'avento', 'chiste', 'simplon', 'simplon', 'alto', 'calidad', 'soltamo', 'reir', 'highlight', 'semana']",-99.1919955,19.357102
166,"['sentir', 'camara', 'gas', 'cerrar', 'entrada', 'centro', 'vacuna', 'palacio', 'deporte', 'adentro']",-99.137171,19.375769
167,"['cantar', 'victoria', 'vacuna', 'pegar', 'puse', 'talvez', 'reaccion', 'madrugada', 'cantar', 'victoria']",-99.067766,19.3668621
168,"['estampo', 'chingo', 'vacuna', 'subir', 'guardia', 'porlosqueyanoestan', 'zocalocdmx', 'fotodeldia', 'fotografosmexicano', 'fotografia', 'subelaguardia', 'covid', 'porlosqueyanoestan', 'torrelatinoamericana', 'correlativo']",-99.13309605,19.43269735
169,"['participe', 'fase', 'cansino', 'mes', 'tocar', 'vacuna', 'placebo', 'fiebre', 'dolor', 'articulacion', 'nausea', 'ceder', 'paracetamol', 'morir', 'recomendable']",-99.259495,19.3863707
170,"['astrazeneca', 'susto', 'curado', 'maracuya', 'barbacoa']",-99.1919955,19.357102
171,"['kendrick', 'dosis', 'sabbathina', 'queja', 'porno', 'banda', 'sonoro']",-99.128294,19.4043522
172,"['quedar', 'vacuna', 'domingo', 'pandemia', 'descansa']",-99.1919955,19.357102
173,"['banda', 'estadio', 'vacuna', 'aforo', 'controlar', 'saludar', 'cepillan', 'vid']",-99.259495,19.3863707
174,"['cansancio', 'gripe', 'covid', 'sentir']",-99.2058092,19.2970107
175,"['cancion', 'favorita', 'principe', 'vampiros', 'dosis', 'murphy', 'nadar', 'ojo']",-99.259495,19.3863707
176,"['tirando', 'pagina', 'registro', 'vacuna']",-99.1843501,19.3998346
177,"['justo', 'sintoma', 'covid', 'fila', 'vacuna']",-99.1843501,19.3998346
178,"['can', 'vacuna', 'bob', 'tos', 'bol', 'lorek', 'beekman', 'cacho', 'cacho', 'porra']",-99.180678,19.444937
179,"['vacuna', 'astral', 'freaks', 'confirmar', 'fiebre', 'dolor', 'chingon']",-99.137171,19.375769
180,"['regresar', 'matar', 'cansancio', 'acumulado', 'cool', 'team']",-99.1919955,19.357102
181,"['andar', 'seguir', 'cia', 'cansancio', 'insomnio', 'ansiedad']",-99.2058092,19.2970107
182,"['morir', 'vacuna', 'feliz']",-99.1919955,19.357102
183,"['sputnik', 'monte', 'dolor cuerpo', 'incomodo', 'permitir', 'dormir', 'minuto', 'leve', 'dolor cabeza']",-99.180678,19.444937
184,"['porno', 'sensible', 'cancion', 'bailar', 'vacuna', 'vacuna', 'minuto', 'reposar']",-99.1843501,19.3998346
185,"['sputnik', 'ojo', 'color', 'sol', 'traer', 'idiota']",-99.180678,19.444937
186,"['feliz', 'viernes', 'follow', 'frida', 'invitar', 'seguir', 'mexicano', 'comprometido', 'trolleano']",-99.0693801,19.198192
187,"['pinche', 'sueno', 'cansancio', 'cargo', 'lunes']",-99.118665,19.484399
188,"['covid', 'adios', 'hola', 'vacuna', 'covid', 'vacuna', 'mexico', 'cine', 'silla', 'llamar', 'fuck', 'omicron', 'casa', 'juego']",-98.989059,19.372499
189,"['des', 'vida', 'exigir', 'sacrificio', 'complicacion', 'cansancio', 'pedir', 'feliz']",-99.118665,19.484399
190,"['caminito', 'vacuna', 'envio', 'chiste', 'andar', 'solito', 'ahorita', 'mando', 'chiste', 'chiste', 'andar', 'solito', 'jajaja', 'ando']",-99.118665,19.484399
191,"['viernes', 'dosis', 'ayudo', 'ibuprofeno', 'descansar', 'agua']",-99.1843501,19.3998346
