,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,lat,lon
258,5.0,0.8714,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['cc', 'houston', 'jose', 'ramon', 'lopez', 'entrar', 'casa', 'gris', 'casa', 'gris', 'houston', 'esperar', 'gasolina', 'falta', 'medicamento', 'tratamiento', 'vacuna']",19.3863707,-99.259495
261,5.0,0.7,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['dosis', 'realidad']",19.375769,-99.137171
262,5.0,0.5499,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['solicito', 'dosis', 'apapacho']",19.456367,-99.221136
270,5.0,0.7,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['dosis', 'sa', 'mateo', 'atento']",19.2156239,-99.6470277
276,5.0,0.3279,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['modulo', 'vacuna', 'caiman', 'heroe', 'silencio', 'fondo', 'bailar', 'excelente', 'servicio']",19.375099,-98.940638
277,5.0,0.4828,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['visperas', 'nochebuena', 'santo', 'claus', 'postre', 'resultar', 'fallido', 'cuasiatentado', 'napol', 'minar', 'esfuerzo', 'vacuna', 'invitar', 'leer', 'columna', 'feliz', 'navidad']",19.43256001087056,-99.13102269172668
283,5.0,0.7,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['manana', 'vacuna', 'santo', 'bad', 'bunny', 'activacion', 'enojar']",19.2846922,-99.140238
286,5.0,0.5499,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['informe', 'hipertensa', 'vacuna', 'relacion', 'penicilina', 'bendiciones']",19.2846922,-99.140238
296,5.0,0.422,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['gucho', 'mornin', 'acuerdense', 'vida', 'cono', 'gustar', 'recibir', 'observar', 'emitiendo', 'excelente', 'viernes', 'quitemo', 'dosis', 'cafe']",19.0763934,-99.7825792
297,5.0,0.775,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['feliz', 'abuela', 'dosis', 'vacuna']",19.357102,-99.1919955
304,5.0,0.4145,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['importar', 'hora', 'buscar', 'entrenamiento', 'noche', 'gym', 'centro', 'asturiano', 'rutina', 'brazo', 'espalda', 'hombro', 'entrenamiento', 'duro', 'producir', 'cansancio', 'resultado', 'generar', 'satisfaccion']",19.31860087886376,-99.143774879793
306,5.0,0.4656,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['abuelo', 'vacuna', 'falta', 'tia', 'jefa', 'primo']",19.2846922,-99.140238
309,5.0,0.6595,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['inoculado', 'dosis', 'esposa', 'moderna', 'dolor', 'cabron', 'cuerpo', 'fiebre', 'escalofrio', 'dolor', 'zona', 'vacuna', 'feria']",19.0763934,-99.7825792
312,5.0,0.4953,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['aguantan', 'creer', 'chillona', 'inyeccion', 'neta', 'dolio', 'fiebre', 'dosis', 'mandados', 'astrazeneca']",19.357102,-99.1919955
349,5.0,0.6005,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['ventaja', 'vacuna', 'cuidado', 'responsable', 'volver', 'abuelo']",19.3668621,-99.067766
389,5.0,0.3625,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['cansancio', 'sentir', 'pierna', 'concha', 'lora']",19.2156239,-99.6470277
395,5.0,0.6538,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['tocar', 'leve', 'enferme', 'horrible', 'panza', 'razon', 'gordo', 'esperar', 'dosis', 'igua']",19.3998346,-99.1843501
398,5.0,0.6401,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['recorri', 'colonia', 'moderna', 'acercar', 'mujer', 'presentar', 'programa', 'brigada', 'anti', 'macho', 'bj', 'mujer', 'sentir', 'violentada', 'excelente', 'recepcion', 'mujer', 'interesado']",19.357102,-99.1919955
405,5.0,0.55,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['vacuna', 'abuela']",19.0763934,-99.7825792
424,5.0,0.55,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['vacuna', 'estimado']",19.375099,-98.940638
425,5.0,0.4844,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['hey', 'raza', 'miercoles', 'miercoles', 'ganar', 'seguidor', 'dosis', 'rock', 'vivo', 'live', 'texcoco', 'chiautla', 'atento', 'teotihuacan', 'papalote']",19.375099,-98.940638
442,5.0,0.775,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['ignorancia', 'temerario', 'veneno', 'depender', 'dosis', 'inexacto', 'permiso', 'tome', 'antoje', 'poquito', 'revoltijo', 'concepto', 'usado']",19.444937,-99.180678
458,5.0,0.4321,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['plan', 'sabado', 'beisbol', 'alito', 'cerveza', 'alguien', 'vacuna', 'beisbol', 'temperatura', 'aguita', 'firme', 'roble', 'beisbol', 'postearon']",19.2846922,-99.140238
460,5.0,0.6494,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['vacuna', 'dosis', 'martes', 'alcohol', 'cigarro', 'eche', 'cigarro', 'completo', 'dolio', 'canon', 'pecho', 'respiracion', 'andar', 'sentir', 'saboreo', 'libro', 'man', 'viernes', 'social', 'tranquis', 'tranquis']",19.456367,-99.221136
474,5.0,0.7,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['abuelita', 'papa', 'vacuna']",19.2156239,-99.6470277
484,5.0,0.379,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['dosis', 'diario', 'fringe', 'variar', 'bandita', 'subir', 'historia', 'fb', 'eh']",19.152878,-99.1600234
505,5.0,0.55,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['vacuna', 'sarampion', 'tuberculosis', 'comer', 'venezuela']",19.2156239,-99.6470277
522,5.0,0.3997,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['mujer', 'estudiosamesamtuosa', 'ojeras', 'cansancio', 'etica', 'descubrir']",19.2846922,-99.140238
543,5.0,0.4469,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['perdon', 'alguien', 'cuidar', 'futuro', 'buscar', 'vacuna']",19.3863707,-99.259495
593,5.0,0.4658,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['duda', 'suponer', 'deber', 'semana', 'bajar', 'dosis', 'tomo', 'pastilla']",19.3863707,-99.259495
612,5.0,0.5734,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['amigo', 'avisando', 'fiesta', 'cumpleanos', 'entrar', 'traer', 'comprobante', 'vacuna', 'preparar', 'outfit', 'braz', 'nina']",19.375099,-98.940638
633,5.0,0.3377,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['esperar', 'vacuna', 'ey', 'vacunada', 'chica', 'super', 'poderoso']",19.3998346,-99.1843501
642,5.0,0.387,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['inocularon', 'arn', 'viral', 'dosis', 'mirar', 'mama', 'foto']",19.087511,-99.315748
661,5.0,0.4363,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['empezar', 'traer', 'organismo', 'acumulado', 'junkie', 'dosis', 'actriz', 'amoxicilina', 'paracetamol', 'tramado', 'cereza', 'pastel', 'circulo', 'magico', 'keterolaco', 'mono', 'recio', 'estrella', 'cuarto', 'bailaban', 'rostro', 'color']",19.3998346,-99.1843501
677,5.0,0.3892,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['efectivamente', 'granel', 'acaso', 'venir', 'vacuna', 'suelto', 'conservar', 'temperatura', 'granel']",19.158446,-98.967727
691,5.0,0.3651,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['mes', 'alcohol', 'cerveza', 'vacuna', 'perder', 'peso', 'metabolismo', 'ano']",19.375769,-99.137171
695,5.0,0.82,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['puebla', 'traigo', 'dosis', 'conocido', 'compartir', 'delicioso', 'sabor']",19.0763934,-99.7825792
715,5.0,0.4781,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['tocar', 'dosis', 'sincero', 'entrar', 'nervio', 'canon', 'paso', 'abrazo', 'distancia', 'calmada', 'dome']",19.115033,-99.7351564
721,5.0,0.5866,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['tragedia', 'deber', 'animar', 'convencer', 'coaccionar', 'querido', 'vacuna', 'diseno', 'red', 'social', 'reafirmando', 'creencia', 'anticiencia']",19.357102,-99.1919955
723,5.0,0.7749,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['querido', 'deber', 'atento', 'salir', 'estudio', 'acosa', 'pe', 'nic', 'vacuna', 'rezar']",19.444937,-99.180678
737,5.0,0.3262,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['alcaldia', 'cuauhtemoc', 'benito', 'juarez', 'vacuna', 'barato', 'reaccion', 'secundario', 'gustar', 'pedo']",19.3998346,-99.1843501
755,5.0,0.4641,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['comer', 'duermes', 'suficiente', 'medico', 'revision', 'completo', 'iniciar', 'deberia', 'sentir', 'cansancio']",19.232228,-99.324375
759,5.0,0.3081,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['tio', 'vacuna', 'falta', 'mama', 'listo']",19.3998346,-99.1843501
762,5.0,0.7307,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['alguien', 'servir', 'guno', 'notificacion', 'dosis', 'covid', 'benito', 'juarez', 'gracias', 'amigo', 'tocar', 'manana', 'casualidad', 'rezago', 'domingo']",19.357102,-99.1919955
771,5.0,0.4685,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['quedate', 'casa', 'abuelito', 'dosis']",19.357102,-99.1919955
779,5.0,0.6999,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['semana', 'dosis', 'celebramo', 'manito']",19.357102,-99.1919955
781,5.0,0.7,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['jefa', 'abuelito', 'vacuna']",19.2970107,-99.2058092
790,5.0,0.6999,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['hola', 'bj', 'horario', 'acudir', 'centro', 'vacuna', 'cm', 'siglo', 'xxi']",19.357102,-99.1919955
820,5.0,0.82,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['sie', 'sabado', 'tocar', 'dosis', 'vacuna', 'madrugando', 'nervio']",19.3863707,-99.259495
825,5.0,0.4159,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['perdon', 'compartir', 'desglose', 'vacuna', 'piquete', 'favor']",19.412031,-99.413769
827,5.0,0.2936,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['mamen', 'venir', 'perro', 'vacuna']",19.425040206309205,-99.19772386550903
830,5.0,0.7749,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['acabar', 'cartel', 'posada', 'rato', 'jefa', 'vacuna', 'descansa', 'ami']",19.456367,-99.221136
838,5.0,0.6623,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['termino', 'epoca', 'electoral', 'numero', 'vacuna', 'aplicado', 'llegada', 'dosis', 'comentario', 'critica', 'buscar', 'explicacion', 'atencion', 'gracias', 'explicacion', 'evidentemente', 'leer', 'tuit']",19.4043522,-99.128294
841,5.0,0.5645,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['gustar', 'escuchara', 'amiga', 'antivacuna', 'creer', 'covid', 'cubrebocas', 'bozal', 'presumio', 'vacuna', 'salir', 'adelantevive', 'alemania', 'creer', 'ignorancia', 'repasito']",19.484399,-99.118665
844,5.0,0.6304,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['fundidopero', 'cansancioesta', 'noche', 'bello', 'acabar', 'joyita', 'programa', 'buenotam<SOS>n<SOS>', 'semana']",19.3998346,-99.1843501
850,5.0,0.4984,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['vida', 'moderna', 'rock', 'hey', 'arnold', 'aventura', 'panal', 'rocket', 'power', 'pokemon', 'invasor', 'zim', 'hablar', 'vaca', 'pollito', 'laboratorio', 'dexter', 'coraje', 'perro', 'cobarde', 'dragon', 'ball', 'caricatura']",19.498594,-99.2481811
858,5.0,0.5285,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['sencillo', 'andar', 'incompleto', 'acabamos', 'perder', 'mereciese', 'dosis', 'anoranza', 'especie', 'luto', 'volver', 'completo', 'inadaptados', 'caminar', 'arrastrar', 'alma', 'barrer', 'suelo', 'mirada']",19.3998346,-99.1843501
870,5.0,0.6027,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['pff', 'vida', 'pisotea', 'mama', 'alcanzar', 'vacuna', 'manana', 'bajon']",19.357102,-99.1919955
874,5.0,0.3978,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['abuelita', 'amiga', 'ano', 'vacuna', 'miedo', 'efecto', 'secundario', 'preferir', 'vivir', 'encerrado', 'habitacion']",19.456367,-99.221136
879,5.0,0.775,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['felicidad', 'vacuna', 'querido', 'querido']",19.375769,-99.137171
880,5.0,0.6258,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['esperar', 'salir', 'hijo', 'dosis']",19.28650900050045,-99.14989342754708
883,5.0,0.3825,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['amiguis', 'alguien', 'andar', 'buscar', 'vacuna', 'unido', 'vivir', 'mexico']",19.3998346,-99.1843501
906,5.0,0.4636,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['realidad', 'vacuna', 'hija', 'vuelta', 'cerrado', 'dificil', 'contare']",19.357102,-99.1919955
912,5.0,0.55,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['enterar', 'chisme', 'jugoso', 'historia', 'romanticosexual', 'vendran', 'vacuna']",19.3998346,-99.1843501
923,5.0,0.3941,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['celebrar', 'carronero', 'esperar', 'culpabilidad', 'muerte', 'covid', 'enemigo', 'perder', 'oportunidad', 'cifra', 'magico', 'particularmente', 'ganar', 'consenso', 'vacuna', 'pasar', 'saciar', 'sed', 'sangre']",19.232228,-99.324375
958,5.0,0.6875,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['familia', 'faltar', 'hermano', 'dosis', 'esquema', 'completo', 'cantar', 'victoria', 'llegar', 'contagio']",19.357102,-99.1919955
961,5.0,0.3829,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['pata', 'navidad', 'razon', 'sentir', 'voluntad', 'vivir', 'aplicaron', 'vacuna']",19.3998346,-99.1843501
964,5.0,0.7669,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['querido', 'amenazar', 'esperar', 'salir', 'mama', 'aplicacion', 'dosis', 'saludo']",19.3998346,-99.1843501
971,5.0,0.775,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['solicitar', 'compartir', 'controlar', 'vacuna', 'llegar', 'limosna', 'poquito']",19.232313,-99.364536
975,5.0,0.5539,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['vaselina', 'falta', 'dosis', 'realidad', 'doler', 'cacalover']",19.357102,-99.1919955
978,5.0,0.479,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['mama', 'tocar', 'vacuna', 'biblioteca', 'vasconcelos', 'forum', 'regalaron', 'libro', 'jeje']",19.3998346,-99.1843501
982,5.0,0.4232,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['hija', 'sesion', 'vacuna', 'tocar', 'influenza', 'pediatra', 'vacuna', 'combo', 'apuntar', 'pentavalente', 'moscas', 'vacunarte']",19.3863707,-99.259495
984,5.0,0.7441,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['creer', 'cansancio', 'realidad', 'tristeza', 'costar', 'exigir', 'fluir', 'duelo', 'suelto', 'control', 'bendigo', 'desastre', 'muerte', 'mama', 'vivir', 'deber']",19.232228,-99.324375
985,5.0,0.55,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['creer', 'vacuna']",19.4043522,-99.128294
994,5.0,0.3794,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['siquiera', 'mujer', 'calle', 'andar', 'saborear', 'pidel', 'usen', 'cubrebocas', 'mariconadas', 'vacuna', 'miedo', 'aguja', 'aparte', 'morimo', 'macho']",19.498594,-99.2481811
1014,5.0,0.7,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['felicidad', 'vacuna', 'abuelito', 'abrazar']",19.2970107,-99.2058092
1019,5.0,0.4647,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['ay', 'historia', 'terminar', 'alto', 'dosis', 'benzodiacepina']",19.087511,-99.315748
1020,5.0,0.4015,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['abuelito', 'vacuna', 'volver', 'abrazar', 'familiafeliz']",19.3668621,-99.067766
1022,5.0,0.6245,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['acabar', 'regresar', 'senal', 'tocar', 'pinche', 'dosis', 'realidad', 'atlas', 'marcar', 'penal', 'pinche', 'digno', 'buscar', 'tigre']",19.087511,-99.315748
1025,5.0,0.5499,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['dosis', 'numero']",19.357102,-99.1919955
1031,5.0,0.4567,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['wey', 'relajate', 'acabar', 'vacuna', 'falta', 'dosis']",19.412031,-99.413769
1032,5.0,0.3816,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['modificar', 'adn', 'tomalo', 'oportunidad', 'vida', 'descendencia', 'agradezca', 'vacuna', 'chava']",19.0763934,-99.7825792
1057,5.0,0.5499,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['dosis', 'solito', 'caduco']",19.3998346,-99.1843501
1059,5.0,0.7,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['guardia', 'esperar', 'vacuna']",19.4043522,-99.128294
1065,5.0,0.8875,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['importar', 'estudiar', 'ano', 'carrera', 'ano', 'dedicando', 'desarrollo', 'medicamento', 'vacuna', 'alguien', 'creer', 'leer', 'internet', 'whats']",19.375769,-99.137171
1084,5.0,0.6563,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['aprovechar', 'cansancio', 'piecitos', 'llegar', 'casa', 'sali', 'mediodia', 'sentir', 'cansadisima']",19.412031,-99.413769
1113,5.0,0.7641,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['mapache', 'rabia', 'mamen', 'chavos', 'servicio', 'social', 'pueblo', 'llegar', 'morder', 'animal', 'silvestre', 'zorrillo', 'murcielago', 'mapache', 'obvio', 'notificamente', 'vacuna', 'antirrabica', 'hilo']",19.444937,-99.180678
1123,5.0,0.7471,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['jajajaja', 'mujer', 'ano', 'joven', 'acosador', 'vivir', 'entoloachado', 'cuidado', 'rabia', 'vacuna']",19.0763934,-99.7825792
1130,5.0,0.5752,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['ar', 'vacuna', 'dosis', 'proceso', 'ordenar', 'agil', 'minuto', 'sali', 'molesto', 'rato', 'pidieran', 'ine', 'comprobante', 'vacuna', 'aparento', 'mes', 'to', 'piso']",19.40519324522639,-99.09996271133424
1136,5.0,0.3712,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['papas', 'abuela', 'vacuna', 'comunicado']",19.357102,-99.1919955
1138,5.0,0.5293,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['dosis', 'vida', 'feliz', 'mundo']",19.51799,-99.330259
1139,5.0,0.4325,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['paleta', 'grosella', 'jefa', 'jefe', 'manana', 'gestapo', 'dosis']",19.51799,-99.330259
1177,5.0,0.5035,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['pasar', 'temperatura', 'cansancio', 'entubado']",19.444937,-99.180678
1179,5.0,0.5201,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['vengo', 'llegar', 'cine', 'suicide', 'squad', 'aprovechar', 'promo', 'cinemax', 'comprobante', 'vacuna']",19.444937,-99.180678
1187,5.0,0.6999,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['cuarentena', 'anden', 'mamando', 'taco', 'exigir', 'vacuna', 'insertado', 'andar', 'covidioto']",19.498594,-99.2481811
1192,5.0,0.7338,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['mujer', 'enloquecio', 'parar', 'cuello', 'amigo', 'viajar', 'eu', 'persona', 'gustar', 'esperar', 'turno', 'costar', 'vacuna', 'viajecito']",19.3998346,-99.1843501
1199,5.0,0.6343,"dosis, esperar, creer, vida, ano, falta, hija, mama, acompanar, llegar","['contacto', 'atencion', 'cansancio', 'noche', 'esperar', 'atencion', 'pesado']",19.3998346,-99.1843501
