,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,lat,lon
8,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['cu', 'avisar', 'abstinencia', 'vacuna', 'informar', 'anda', 'miedo', 'exito']",19.232228,-99.324375
17,2.0,0.6032,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['admirar', 'gente', 'sufrir', 'efecto', 'astrazeneca', 'seneca', 'anoche', 'arrepenti', 'pecado', 'codera', 'debi', 'houston', 'booster', 'pfizer', 'super', 'benevolente', 'senora', 'decada']",19.357102,-99.1919955
19,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['efecto', 'secundario', 'vacuna', 'vacuna', 'biologia']",19.232228,-99.324375
39,2.0,0.7296,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['sentir', 'puteado', 'vacuna', 'inyectar', 'pinche', 'gobierno', 'sentir', 'inyectar', 'agua', 'fail', 'mejicomajico']",19.357102,-99.1919955
88,2.0,0.6999,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['relato', 'vacuna', 'alcanzar', 'pasar']",19.444937,-99.180678
90,2.0,0.8199,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['moderna', 'vacuna', 'compania', 'lleno', 'juventud', 'idea', 'vacuna', 'covid', 'comparado', 'panza']",19.3863707,-99.259495
95,2.0,0.5178,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['demonio', 'pensar', 'vacuna', 'ala', 'persona', 'dosis', 'astrazeneca', 'penca', 'echar', 'calabaza', 'radio', 'formula', 'gente', 'pinche', 'viejito', 'cabron', 'sal', 'moda']",19.2970107,-99.2058092
98,2.0,0.4476,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['gusto', 'yeah', 'podras', 'gastar', 'pagar', 'vacuna', 'farmacia', 'canal', 'autoservicio', 'preferencia', 'feliz', 'sentir']",19.3863707,-99.259495
106,2.0,0.5608,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['vacuna', 'madre', 'six', 'flap', 'acerquense', 'gusto', 'tomamo', 'foto', 'firmo', 'disco']",19.295318734383837,-99.21082870507432
117,2.0,0.5247,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['aplicacion', 'sputnik', 'vacunaderefuerzo', 'malestar', 'gana', 'irrefrenable', 'invadir', 'ucrania', 'movilizar', 'tropa', 'soberanamente', 'frente', 'frontera', 'minimo', 'tocar', 'vecino', 'marcha', 'sovietica', 'guerra', 'volumen']",19.331979863760115,-99.19221715772866
128,2.0,0.7417,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['cicloviar', 'generar', 'caos', 'estacionan', 'vehiculo', 'doble', 'fila', 'trolebus', 'sufrir', 'rebasar', 'agrego', 'jornada', 'vacuna', 'tantito', 'feliz', 'lunes', 'azcapotzalco']",19.456367,-99.221136
135,2.0,0.6174,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['socio', 'vacuna', 'elevar', 'semana', 'chida', 'martes', 'termino', 'comision', 'efecto', 'esperar', 'lunes', 'examen']",19.444937,-99.180678
150,2.0,0.5044,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['jajajaja', 'neta', 'palacio', 'nacional', 'microfono', 'mano', 'salir', 'pinche', 'pregunta', 'litero', 'cuestionar', 'vacuna', 'resto', 'feto', 'gobierno', 'inutil']",19.3998346,-99.1843501
154,2.0,0.5862,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['sabio', 'guardar', 'cuarentena', 'cubrebocas', 'lavar', 'mano', 'llegar', 'vacuna', 'solicitar', 'dudo', 'funcione', 'sistema', 'simplemente', 'volver', 'solido', 'confianza', 'doler', 'jugar', 'expectativa', 'gente']",19.3998346,-99.1843501
159,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['felicidad', 'celebrar']",19.357102,-99.1919955
167,2.0,0.6141,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['vacuna', 'recien', 'xpreguntaronesta', 'cuerdo', 'vacunarsersiud', 'trasladarsersile', 'llamaran', 'hora', 'vacuna', 'gobierno', 'vacuna', 'llegar']",19.087511,-99.315748
177,2.0,0.6546,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['tio', 'vacuna', 'covid', 'gente', 'super', 'organizado', 'tod', 'amable', 'felicitacion', 'tod', 'vacuna', 'vacuna', 'sectorsalud']",19.4973825,-99.17462221
182,2.0,0.5029,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['iztapalapa', 'agua', 'vacuna', 'esperar', 'recompensadamensensad', 'tocar', 'vacuna', 'sputnik']",19.2846922,-99.140238
186,2.0,0.5825,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['ridiculo', 'video', 'wey', 'pusiste', 'vacuna', 'estupidez', 'nombre', 'apellido']",19.456367,-99.221136
196,2.0,0.4715,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['felicidad', 'amigo', 'vacuna', 'aplicaron', 'zocalo', 'amable', 'eficiente', 'saludo', 'afectuoso']",19.357102,-99.1919955
202,2.0,0.7435,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['seguro', 'prueba', 'referencia', 'red', 'bull', 'embarazo', 'eh', 'vacuna', 'miedo', 'red', 'bull', 'idea', 'medicamento', 'prohibido', 'lactancia', 'embarazo']",19.357102,-99.1919955
232,2.0,0.5626,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['vacuna', 'rani', 'metete', 'banar', 'ayuda', 'paracetamol', 'vario', 'pego', 'efecto', 'secundario']",19.2970107,-99.2058092
244,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['demostrar', 'ineficiencia', 'desinteres', 'gente', 'decepcion', 'urna', 'vacuna', 'iztapalapa']",19.2846922,-99.140238
245,2.0,0.4991,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['subir', 'foto', 'vacuna', 'esperanza', 'duda', 'logro', 'cientifico', 'festejar', 'mostrar', 'mundo', 'entero']",19.087511,-99.315748
249,2.0,0.4813,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['noticia', 'recibir', 'dosis', 'vacuna', 'feliz', 'calor', 'insoportable', 'efecto', 'secundario']",19.3863707,-99.259495
250,2.0,0.3487,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['esquema', 'completo', 'foto', 'pandemia', 'favor', 'dime', 'botar', 'vaca', 'llamar', 'vacuna', 'jajajajaja']",19.3863707,-99.259495
260,2.0,0.2599,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['salir', 'error', 'raro', 'plataforma', 'registro', 'vacuna']",19.3998346,-99.1843501
288,2.0,0.4591,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['notar', 'gente', 'expectativa', 'sintoma', 'vacuna', 'amarillista', 'ayudar', 'entender', 'miedo', 'pequeno', 'fiebre', 'malestar', 'pasar', 'compara', 'internar', 'relajar', 'poquito']",19.484399,-99.118665
314,2.0,0.4041,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['saludo', 'gusto', 'escuchar', 'nuevamente', 'falta', 'dosis', 'musica', 'seguir', 'ano', 'nemesis']",19.4043522,-99.128294
315,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['vacunos', 'cansino', 'notar', 'efecto', 'adverso', 'encio', 'lengua', 'hipersensible', 'dentista', 'limpieza', 'limpieza', 'parara', 'dano']",19.2156239,-99.6470277
322,2.0,0.8714,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['jefa', 'gobierno', 'excelente', 'gente', 'pensar', 'quedar', 'vacuna']",19.3998346,-99.1843501
329,2.0,0.55,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['nervioso', 'generacion', 'hablal', 'vacuna']",19.357102,-99.1919955
345,2.0,0.3634,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['costar', 'persona', 'aman', 'cuidar', 'animalito', 'pagar', 'vacuna', 'veterinario', 'volver', 'subir', 'croqueta']",19.498594,-99.2481811
352,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['raza', 'mandenme', 'chakra', 'alcanzar', 'vacuna']",19.4043522,-99.128294
353,2.0,0.55,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['antidoto', 'vacante']",19.087511,-99.315748
358,2.0,0.55,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['adopte', 'pequeno', 'llame', 'belinda', 'compania', 'tomillo', 'adopcion', 'responsable', 'vacuna', 'limpieza', 'reproduccion', 'bienvenida', 'belinda']",19.444937,-99.180678
359,2.0,0.7749,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['alguien', 'pensar', 'hombre', 'blanco', 'privilegiado', 'vacuna']",19.3998346,-99.1843501
371,2.0,0.3671,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['viajero', 'eh', 'vacuna', 'jajaja']",19.357102,-99.1919955
373,2.0,0.5955,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['amigo', 'andar', 'quejando', 'vacuna', 'tumbados', 'afortunadamente', 'entero', 'fresco', 'lechuga', 'inyectar', 'placebo', 'agua', 'destilada']",19.375769,-99.137171
394,2.0,0.5499,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['wey', 'envase', 'vacuna', 'numero', 'alegre', 'puto', 'porfa']",19.357102,-99.1919955
396,2.0,0.8714,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['guion', 'episodio', 'rosa', 'guadalupe', 'gente', 'rezando', 'afuera', 'palacio', 'nacional', 'renunciar', 'vacuna', 'pequeno', 'timmy', 'aire', 'mover', 'cabello', 'beta', 'voila', 'milagro', 'resucitado', 'mesio']",19.2970107,-99.2058092
414,2.0,0.6924,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['esperar', 'vacuna', 'convocatoria', 'informacion', 'fidedigno', 'lunes', 'llamar', 'suegra', 'noche', 'invitando', 'vacuna', 'citar', 'punto', 'centro', 'vacuna', 'llegar', 'hora', 'pactado', 'gente', 'llamado']",19.3863707,-99.259495
416,2.0,0.6159,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['salir', 'dosis', 'reverendo', 'desmadre', 'pinche', 'desorganizacion', 'amontonado', 'inyectar', 'fila', 'paraditos', 'dosisbueno', 'billar']",19.2846922,-99.140238
417,2.0,0.3734,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['logistica', 'drive', 'thru', 'fatal', 'gente', 'vacuna', 'ojo']",19.3059713,-99.4041647
427,2.0,0.5805,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['semaforo', 'verde', 'lunes', 'viernes', 'terminar', 'periodo', 'gracia', 'cansino', 'efecto', 'seguido', 'familiar', 'amigo']",19.2970107,-99.2058092
450,2.0,0.8199,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['regrese', 'amigo', 'sauces', 'entregar', 'edificio', 'delegacion', 'campana', 'esterilizacion', 'vacuna', 'antirrabica', 'perro', 'gato', 'distribuimo', 'agua', 'purificada', 'gratuito', 'continuamoses', 'bache', 'luminaria', 'delegacion']",19.0763934,-99.7825792
451,2.0,0.5335,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['patria', 'cambio', 'universidad', 'hijo', 'version', 'lastimosamente', 'moderna', 'reino', 'caballo']",19.456367,-99.221136
453,2.0,0.41,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['oie', 'gente', 'zona', 'vacuna', 'palacio', 'deporte', 'senor', 'bloqueo', 'bloquear', 'senora', 'oficina', 'centro']",18.3671046,-100.613313
456,2.0,0.256,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['veterinaria', 'oh', 'wow', 'thor', 'vacuna', 'completo', 'preguntar', 'sinceramente', 'normal', 'perro', 'cuidas', 'pone', 'todito', 'vacuna']",19.087511,-99.315748
473,2.0,0.5338,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['llorar', 'alegria', 'vacante', 'ilegal']",19.446844052015468,-99.1508609792346
491,2.0,0.55,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['alguien', 'vacuna', 'solito']",19.375099,-98.940638
500,2.0,0.8499,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['rudo', 'alguien', 'vacuna', 'gracias', 'turista', 'seguir', 'celebrar', 'gente', 'vacuna', 'vacuna']",19.357102,-99.1919955
504,2.0,0.6268,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['cinismo', 'expresion', 'empezar', 'vacuna', 'senor', 'pasar', 'hombro', 'senor', 'playa', 'quemar']",19.51799,-99.330259
511,2.0,0.4365,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['culpa', 'gobierno', 'gente', 'leer', 'reportera', 'quedo', 'senora', 'hija', 'tenia', 'put']",19.232228,-99.324375
521,2.0,0.4865,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['sii', 'cansino', 'super', 'organizado', 'rapido']",19.357102,-99.1919955
554,2.0,0.5982,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['noticia', 'viernes', 'recibir', 'dosis', 'suero', 'super', 'soldado', 'esperar', 'efecto', 'secundario']",19.375769,-99.137171
562,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['gente', 'negar', 'servicioventaatencion', 'alguien', 'vacuna', 'sentira', 'orgullo']",19.357102,-99.1919955
565,2.0,0.8417,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['cosa', 'pedos', 'llegar', 'ta', 'oleada', 'minimo', 'trimestre', 'cosa', 'termino', 'vacunacioncontagios', 'opino', 'gente', 'pedir', 'torneo', 'simplemente', 'gente', 'perder', 'miedo', 'covid']",19.4043522,-99.128294
573,2.0,0.85,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['tlalnepantla', 'atizan', 'practicamente', 'gente', 'vacuna', 'valio', 'hectarea', 'pepino', 'vacaciones', 'leeremo', 'queja', 'alcanzar', 'vacuna']",19.498594,-99.2481811
596,2.0,0.3058,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['vacuna', 'humor', 'personalidad', 'gusten', 'gato', 'amor', 'bonito', 'gusten', 'lunes', 'digas', 'amiguis', 'carne', 'carne', 'futbol']",19.232228,-99.324375
598,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['bravo', 'caos', 'centromedicosigloxxi', 'vacuna', 'loco', 'coche', 'invadiendo', 'carril', 'metro']",19.3998346,-99.1843501
613,2.0,0.5282,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['chaz', 'gustar', 'hoyito', 'estadio', 'cu', 'bailar', 'centro', 'vacuna']",19.375769,-99.137171
624,2.0,0.6882,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['cool', 'vacuna', 'sonar', 'you', 'only', 'live', 'once', 'sonreir', 'generacion', 'adolescente', 'sonar', 'the', 'strok', 'irno', 'fiesta', 'amor', 'afuera']",19.232313,-99.364536
627,2.0,0.3782,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['llamar', 'preguntar', 'pedir', 'dato', 'vacuna', 'semana', 'llamar', 'hora', 'vacuna']",19.456367,-99.221136
631,2.0,0.6665,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['diganle', 'leer', 'vacuna', 'remoto', 'idea', 'pasar', 'dosis', 'necesitar']",19.51799,-99.330259
637,2.0,0.6014,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['presumir', 'cura', 'memoria', 'obtuve', 'certificado', 'vacuna', 'minuto', 'causa', 'estrago', 'bacara']",19.049016,-99.163354
674,2.0,0.5506,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['necesario', 'gente', 'vacunada', 'curando', 'paracetamol']",19.2970107,-99.2058092
678,2.0,0.82,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['agua', 'colonia', 'moderna', 'falla', 'constante', 'senor']",19.357102,-99.1919955
680,2.0,0.677,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['visitar', 'tragedia', 'sacar', 'foto', 'perder', 'oportunidad', 'enlace', 'directo', 'vacuna', 'foto']",19.357102,-99.1919955
688,2.0,0.7,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['criaron', 'agua', 'loco', 'rancho', 'escondido', 'temer', 'vacuna', 'chinguen']",19.0763934,-99.7825792
734,2.0,0.55,"gente, alguien, senor, perro, foto, pinche, excelente, agua, red, efecto","['coincidencia', 'vacuna', 'estrenar', 'gossip', 'girl', 'episodio', 'stars', 'destino', 'convalecencia', 'pleno', 'lleno', 'drama', 'be', 'it']",19.3998346,-99.1843501
