,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,lat,lon
513,4.0,0.4691,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['wey', 'pego', 'sputnik', 'pasar', 'malo', 'noche', 'ahorita', 'dolor cabeza', 'garganta']",19.2846922,-99.140238
520,4.0,0.3282,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['gusto', 'foto', 'comentario', 'tuits', 'companero', 'guerra', 'fucking', 'covid', 'vacuna', 'esperar', 'inicio', 'covid']",19.444937,-99.180678
523,4.0,0.82,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['puro', 'rata', 'vacuna', 'pedo', 'tocar', 'vivir']",19.2846922,-99.140238
529,4.0,0.82,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['tocar', 'vacuna', 'astrazeneca', 'ahorita', 'dolor']",19.4043522,-99.128294
530,4.0,0.4503,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['venir', 'vacuna', 'aprendemos', 'vivir', 'covid', 'cabron']",18.3671046,-100.613313
538,4.0,0.85,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['puneta', 'vacuna', 'fiesta', 'vacuna', 'tardar', 'semana', 'efecto', 'dosis', 'semana']",19.232228,-99.324375
540,4.0,0.4491,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['doler', 'caer', 'fatal', 'vacuna', 'covid']",19.2970107,-99.2058092
541,4.0,0.4993,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['sueno', 'cansancio', 'depresion']",19.456367,-99.221136
542,4.0,0.4651,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['vacuna', 'encuentro', 'feliz', 'recibir', 'dosis', 'vacuna', 'doler']",19.3863707,-99.259495
563,4.0,0.4241,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['conecto', 'cuerpo', 'enfermo', 'pq', 'atencion', 'grito', 'imploran', 'descanso', 'dormir', 'comer', 'tele', 'productivo', 'whatever', 'enfermo', 'fila', 'vacuna', 'pasar', 'anestesia', 'local', 'suerte']",19.3998346,-99.1843501
572,4.0,0.6804,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['vacuna', 'faena', 'vos', 'tenes', 'dosis', 'entender', 'andar', 'libre', 'covid', 'fiesta', 'vacuna', 'pirelli', 'vacuna']",19.0763934,-99.7825792
602,4.0,0.5019,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['pasaste', 'noche', 'afectacion', 'vacuna', 'paracetamol', 'dolor']",19.087511,-99.315748
605,4.0,0.6009,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['dolor', 'leve', 'brazo', 'vacuna', 'dolor cabeza', 'nausea', 'leve', 'dormir', 'seguido', 'duermo', 'determinar', 'efecto', 'hueva', 'natura']",19.2156239,-99.6470277
622,4.0,0.775,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['tocar', 'justo', 'cabecitamamamenecita', 'rodriguez', 'vacunada', 'octavo']",19.3863707,-99.259495
623,4.0,0.5248,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['vacuna', 'covid', 'ocasion', 'dolor cabeza', 'terrible']",19.3998346,-99.1843501
625,4.0,0.5448,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['oiga', 'doc', 'vacuna', 'viernes', 'bailo', 'sed', 'acabar', 'abrir', 'cerveza', 'mevoamorir']",19.357102,-99.1919955
650,4.0,0.7,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['sentir', 'ruco', 'registro', 'vacuna']",19.412031,-99.413769
651,4.0,0.6999,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['justo', 'semana', 'etcetera', 'vacuna', 'calizar']",19.232228,-99.324375
652,4.0,0.7,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['domingo', 'cansancio', 'nieguemelo']",19.4043522,-99.128294
685,4.0,0.6834,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['extra', 'extra', 'falta', 'cumplir', 'gordo', 'vacuna', 'desparasitar', 'manana', 'olvidar', 'mandar', 'felicitacion', 'please', 'viernes', 'cuerpo', 'feliz']",19.3998346,-99.1843501
687,4.0,0.6684,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['sensacional', 'entrevista', 'escuchar', 'franz', 'ano', 'feliz', 'viernes', 'gym', 'escuchamo', 'vacuna']",19.375769,-99.137171
699,4.0,0.342,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['sentir', 'vacuna', 'desperte', 'solito', 'mediodia', 'sueno', 'vivir', 'excelente', 'servicio', 'cuerpo']",19.232313,-99.364536
719,4.0,0.3569,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['acabar', 'cuidado', 'post', 'vacuna', 'manana', 'regresamo', 'oficina', 'toque', 'dosis', 'dolor brazo', 'cuerpo', 'cortar', 'here', 'we', 'go', 'again']",19.498594,-99.2481811
726,4.0,0.5316,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['comentar', 'sintoma', 'leve', 'dolor cabeza', 'cansancio', 'sueno', 'tos', 'comentar', 'doctor', 'consulte', 'joyero', 'esperar', 'todastodo', 'expuesto', 'seguir', 'cuidando', 'feliz', 'miercoles', 'mexico']",19.498594,-99.2481811
727,4.0,0.3452,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['vacuna', 'vida', 'cortar', 'jefa', 'banda', 'vacuna', 'mierda', 'importar', 'agua', 'andalgala', 'andar', 'eleccion', 'vayanse', 'vivir', 'venezuela', 'volver']",19.0763934,-99.7825792
732,4.0,0.5263,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['positivo', 'vacuna', 'astrazeneca', 'semana', 'temer', 'diabeticama', 'tambo', 'hijo', 'vacuna', 'millon', 'vacuna', 'extraviada']",19.444937,-99.180678
742,4.0,0.5174,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['iniciamos', 'cumpleanos', 'refuerzo', 'vacuna', 'covid', 'tc', 'rapidisimo', 'super', 'amable', 'corramo', 'tipo', 'sesion', 'presencial', 'taller', 'is', 'dis', 'perfect', 'perder', 'already', 'capricornio', 'season', 'bendiciones']",19.087511,-99.315748
769,4.0,0.6999,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['woody', 'vacuna', 'calle', 'pugsofinstagram', 'pug', 'petsofinstagram', 'perritostierno', 'mundo']",19.4333,-99.1333
774,4.0,0.85,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['tocar', 'vacuna', 'astrazeneca', 'feliz', 'emocionado', 'tocar', 'numero', 'favorito']",19.375769,-99.137171
777,4.0,0.4591,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['caminar', 'comer', 'rico', 'cuerpecito', 'cansancio', 'feliz', 'experiencia', 'increible']",19.3998346,-99.1843501
778,4.0,0.4971,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['muero', 'cansancio', 'increible']",19.444937,-99.180678
803,4.0,0.4569,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['cansancio', 'extremo', 'bonito', 'desvelar', 'seguido']",19.3863707,-99.259495
807,4.0,0.5499,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['avion', 'codigo', 'previo', 'velar', 'pedir', 'vacuna', 'desquitamo', 'sunset', 'arrocero', 'manden', 'vibras']",19.357102,-99.1919955
809,4.0,0.7,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['empezar', 'vacuna', 'andar']",19.286476518366147,-99.1417407989502
823,4.0,0.6102,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['sone', 'andabamos', 'who', 'knows', 'where', 'echar', 'fiesta', 'seguir', 'sector', 'salud', 'invitar', 'vacuna', 'covid', 'calle', 'hermoso', 'beber', 'post', 'vacuna']",19.3998346,-99.1843501
835,4.0,0.7,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['dolor', 'articulacion', 'infierno', 'cansancio', 'excesivo']",19.444937,-99.180678
836,4.0,0.7749,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['esperar', 'replegao', 'aguantando', 'cero', 'simple', 'descuido', 'vacuna', 'planteamiento', 'contar', 'rival', 'hablaste', 'soltar', 'murmillo', 'vikingo', 'morir', 'atacar']",19.2970107,-99.2058092
842,4.0,0.5221,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['ojito', 'cerrar', 'cansancio', 'organizar', 'cuarto', 'paz']",19.456367,-99.221136
867,4.0,0.477,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['noche', 'temperatura', 'cuerpo', 'cortar', 'paracetamol', 'arreglar', 'haha', 'intenso', 'reaccion', 'vacuna', 'sputnik', 'doler', 'brazo', 'sueno', 'pesadez', 'flojero', 'haha']",19.2970107,-99.2058092
875,4.0,0.7618,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['dale', 'paciente', 'paro', 'pasa', 'atropino', 'olvid', 'dosis', 'alto', 'epinefrina', 'olvidar', 'interrumpir', 'compresion', 'rato', 'monitor', 'crees', 'salir', 'paro', 'burlamo', 'rcp']",19.444937,-99.180678
887,4.0,0.4702,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['esposa', 'recibimos', 'vacuna', 'sentir', 'cansancio', 'tardar', 'enorme', 'fila', 'suerte', 'mama']",19.232228,-99.324375
889,4.0,0.6661,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['chileno', 'sputnik', 'sinovial', 'andar', 'quejando', 'astrazeneca', 'reaccion']",19.2970107,-99.2058092
893,4.0,0.6165,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['ando', 'muerto', 'cansancio', 'feliz']",19.357102,-99.1919955
908,4.0,0.6999,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['exactamente', 'domingo', 'junio', 'dosis']",19.357102,-99.1919955
917,4.0,0.4031,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['cesarea', 'paciente', 'covid', 'equipo', 'medico', 'recuperacion', 'post', 'covid', 'excelente', 'pronostico', 'bebe', 'mama', 'gracias', 'cientifico', 'vacuna', 'gracias', 'amor']",19.357102,-99.1919955
930,4.0,0.82,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['tecnicamente', 'pifia', 'importante', 'registro', 'llamada', 'telefonico', 'vacuna', 'registro', 'cruzar', 'registro', 'llamaran', 'vacuna']",19.357102,-99.1919955
937,4.0,0.55,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['echale', 'ojo', 'produccion', 'vacuna', 'millennium', 'dale', 'click', 'rt']",19.3863707,-99.259495
950,4.0,0.4877,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['sentimiento', 'cansancio', 'mirada', 'cansino']",19.3998346,-99.1843501
996,4.0,0.6029,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['hola', 'doctor', 'frisbie', 'esperar', 'ayudar', 'resolver', 'duda', 'aplicaron', 'vacuna', 'moderna', 'ka', 'ciudad', 'mexico', 'viernes', 'enero', 'dolor brazo', 'empezar', 'escalofrio', 'mareo', 'leve']",19.2970107,-99.2058092
1017,4.0,0.6858,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['favor', 'extranjero', 'residente', 'mexico', 'vacuna', 'covid', 'extranjero', 'residencia', 'examen', 'covid']",19.5533935,-99.215383
1040,4.0,0.2905,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['cancion', 'gustar', 'recibir', 'vacuna']",19.232228,-99.324375
1041,4.0,0.7,"cansancio, covid, dosis, feliz, viernes, tocar, sentir, registro, domingo, dolor cabeza","['cansancio', 'arruinar', 'fiesta']",19.357102,-99.1919955
