,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,lat,lon
151,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['pinche', 'edward', 'jenner', 'naciste', 'inventar', 'vacuna', 'mexica', 'enfermaron', 'murieran', 'chihuahua']",19.3998346,-99.1843501
158,9.0,0.3823,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['amigo', 'alemania', 'dispuesto', 'vacuna', 'dosis']",19.3998346,-99.1843501
159,9.0,0.369,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['felicidad', 'celebrar']",19.357102,-99.1919955
175,9.0,0.9182,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['deseo', 'cumpleanos', 'padre', 'recibieran', 'vacuna', 'covid', 'tio', 'abuelo', 'iguala', 'recibir', 'dosis', 'poquito', 'poquito']",19.357102,-99.1919955
186,9.0,0.6041,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['ridiculo', 'video', 'wey', 'pusiste', 'vacuna', 'estupidez', 'nombre', 'apellido']",19.456367,-99.221136
199,9.0,0.3689,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['vacuna', 'papas', 'feliz', 'universo']",19.2970107,-99.2058092
200,9.0,0.4449,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['gruesecita', 'costar', 'buscar', 'matiz', 'noticia', 'cansancio', 'buscate', 'tema', 'abuses', 'paciencia']",19.3668621,-99.067766
218,9.0,0.3287,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['compraron', 'vacuna', 'poquita', 'causar', 'efecto', 'grave', 'brincan', 'fila', 'vacuna', 'hombro', 'derecho', 'recibir', 'jugar']",19.357102,-99.1919955
222,9.0,0.5959,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['lleve', 'flor', 'mama', 'vacuna', 'dosis', 'gracias', 'vida']",19.2970107,-99.2058092
228,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['berrinche', 'ena', 'preguntar', 'embarazo', 'cervical', 'dosis', 'metotrexato', 'rarisisisisimo', 'consulta', 'utero', 'reloj', 'arena']",19.444937,-99.180678
247,9.0,0.6965,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['principio', 'andas', 'lamiendo', 'pata', 'gente', 'alguien', 'tira', 'mierda', 'cansancio', 'risa']",19.2970107,-99.2058092
256,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['manipular', 'miedo', 'tranquilo', 'requerir', 'vacuna']",19.357102,-99.1919955
262,9.0,0.5499,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['solicito', 'dosis', 'apapacho']",19.456367,-99.221136
271,9.0,0.6034,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['dichoso', 'reembolso', 'punto', 'recibir', 'deposito', 'sentir', 'aplicaron', 'supositorio', 'raro', 'grande', 'vibrar', 'vacuna', 'covid', 'chip']",19.39909692145837,-99.11593908493867
280,9.0,0.374,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['llegar', 'edad', 'cansancio', 'morir']",19.456367,-99.221136
294,9.0,0.4256,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['prima', 'erudita', 'carmen', 'anote', 'madre', 'vacuna', 'covid', 'ash', 'ala', 'edad', 'mate', 'pensar', 'altura', 'mate', 'edad', 'covid', 'llegar', 'ah', 'caray']",19.152878,-99.1600234
298,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['sone', 'vacuna']",19.357102,-99.1919955
311,9.0,0.6747,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['creimo', 'cuento', 'canijo', 'vacuna', 'chow', 'enganar', 'bobos', 'pregunta', 'casualidad', 'informacion', 'vacuna', 'reservado', 'seguridad', 'nacional', 'vacuna', 'tope', 'jaja', 'creer']",19.3998346,-99.1843501
324,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['doble', 'vacuna']",19.087511,-99.315748
328,9.0,0.82,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['contento', 'papa', 'vacuna', 'nomas', 'avisar']",19.3998346,-99.1843501
331,9.0,0.4003,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['acabar', 'registrar', 'mami', 'vacuna', 'rango', 'ano', 'abierto', 'ocupar', 'emocione', 'dolio', 'corazon', 'pinche', 'virus', 'papi', 'hermana', 'vacuna']",19.484399,-99.118665
335,9.0,0.474,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['fila', 'vacuna', 'gente', 'quedar', 'dormir', 'noche', 'ganar', 'confirmar', 'edad', 'convencido', 'peligrosidad', 'virus']",19.357102,-99.1919955
344,9.0,0.7461,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['iniciando', 'semana', 'noticia', 'papas', 'recibir', 'dosis', 'neta', 'pinche', 'contento']",19.3863707,-99.259495
349,9.0,0.4808,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['ventaja', 'vacuna', 'cuidado', 'responsable', 'volver', 'abuelo']",19.3668621,-99.067766
350,9.0,0.775,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['dosis', 'papa', 'proximamente', 'vacuna', 'abuelo']",19.0763934,-99.7825792
366,9.0,0.8111,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['planificacion', 'ocurrir', 'coherente', 'llorar', 'medicina', 'preventivo', 'rico', 'decidir', 'hijo', 'vida', 'digno', 'seguro', 'vacuna', 'bebe']",19.213113,-99.322812
372,9.0,0.6213,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['adulto', 'tocar', 'vacuna', 'aire', 'clan', 'vacuna', 'aire']",19.349277,-99.1776562
374,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['entender', 'problema', 'vacuna', 'lloren']",19.375769,-99.137171
378,9.0,0.547,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['agradecido', 'dios', 'papas', 'vacuna']",19.213113,-99.322812
386,9.0,0.6899,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['feliz', 'agradecido', 'papas', 'vacuna', 'covid', 'gracias', 'dios', 'papa', 'sobrevivo', 'covid', 'mama', 'contagiar', 'sentir', 'tranquilo']",19.213113,-99.322812
388,9.0,0.5863,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['acabar', 'llegar', 'fecha', 'vacuna', 'papa', 'mama']",19.3863707,-99.259495
390,9.0,0.6039,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['tardar', 'dosis', 'rulo', 'chido', 'mama', 'abrazo']",19.3863707,-99.259495
394,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['wey', 'envase', 'vacuna', 'numero', 'alegre', 'puto', 'porfa']",19.357102,-99.1919955
396,9.0,0.5071,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['guion', 'episodio', 'rosa', 'guadalupe', 'gente', 'rezando', 'afuera', 'palacio', 'nacional', 'renunciar', 'vacuna', 'pequeno', 'timmy', 'aire', 'mover', 'cabello', 'beta', 'voila', 'milagro', 'resucitado', 'mesio']",19.2970107,-99.2058092
405,9.0,0.5499,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['vacuna', 'abuela']",19.0763934,-99.7825792
406,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['odias', 'caso', 'deberia', 'renunciar', 'vacuna', 'papas']",19.2156239,-99.6470277
416,9.0,0.5278,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['salir', 'dosis', 'reverendo', 'desmadre', 'pinche', 'desorganizacion', 'amontonado', 'inyectar', 'fila', 'paraditos', 'dosisbueno', 'billar']",19.2846922,-99.140238
425,9.0,0.7193,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['hey', 'raza', 'miercoles', 'miercoles', 'ganar', 'seguidor', 'dosis', 'rock', 'vivo', 'live', 'texcoco', 'chiautla', 'atento', 'teotihuacan', 'papalote']",19.375099,-98.940638
434,9.0,0.5219,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['expresar', 'valer', 'aver', 'vacuna', 'papas', 'abuelo', 'herir', 'susceptibilidad']",19.357102,-99.1919955
448,9.0,0.5768,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['pindesmla', 'dosis', 'facil', 'kms', 'fila', 'jajajaja']",19.446844052015468,-99.1508609792346
467,9.0,0.4488,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['watahell', 'sacar', 'sonrisa', 'oreja', 'oreja', 'manana', 'olvidar', 'esperar', 'dosis', 'risa']",19.4043522,-99.128294
478,9.0,0.82,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['ay', 'pinche', 'escuchar', 'portishead', 'cabr', 'dosis', 'requerido']",19.444937,-99.180678
487,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['cruda', 'dosis']",19.3998346,-99.1843501
500,9.0,0.6706,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['rudo', 'alguien', 'vacuna', 'gracias', 'turista', 'seguir', 'celebrar', 'gente', 'vacuna', 'vacuna']",19.357102,-99.1919955
507,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['registrar', 'abuelo', 'vacuna']",19.444937,-99.180678
527,9.0,0.4545,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['vacuna', 'invitar', 'salir', 'gansito', 'vida', 'normal', 'salir', 'jal']",19.2970107,-99.2058092
528,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['dosis', 'risa', 'buenisimo']",19.3998346,-99.1843501
530,9.0,0.6033,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['venir', 'vacuna', 'aprendemos', 'vivir', 'covid', 'cabron']",18.3671046,-100.613313
536,9.0,0.5268,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['pregunta', 'mami', 'asistir', 'modulo', 'vacuna', 'pq', 'hipertensa', 'diabeticama', 'parada', 'sentado', 'alcaldia', 'coyoacan', 'letra', 'apellido', 'vendran', 'domicilio', 'vacuna']",19.2970107,-99.2058092
556,9.0,0.7336,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['neta', 'canon', 'vivir', 'vida', 'alterno', 'rogando', 'vacuna', 'turno', 'mamon', 'fila', 'jajaja', 'diosito', 'llevano']",19.2156239,-99.6470277
569,9.0,0.3693,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['suponer', 'llamar', 'registrar', 'persona', 'informacion', 'gente', 'vacunada', 'recuerdo', 'vacuna', 'sarampion', 'llamar', 'vacunarnoshasta', 'secundario', 'primaria']",19.456367,-99.221136
572,9.0,0.5326,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['vacuna', 'faena', 'vos', 'tenes', 'dosis', 'entender', 'andar', 'libre', 'covid', 'fiesta', 'vacuna', 'pirelli', 'vacuna']",19.0763934,-99.7825792
581,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['wow', 'ritmo', 'armemos', 'dosis', 'baile', 'risa']",19.3998346,-99.1843501
594,9.0,0.369,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['vacuna', 'papas', 'feliz']",19.357102,-99.1919955
600,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['fan', 'backstreetboys', 'registrar', 'vacuna']",19.484399,-99.118665
621,9.0,0.775,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['cuiden', 'vacuna', 'entender', 'costar', 'bajar', 'tantito', 'exceso', 'chav']",19.357102,-99.1919955
638,9.0,0.5538,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['papa', 'llamar', 'hermano', 'vacuna', 'vida']",19.2156239,-99.6470277
640,9.0,0.5481,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['imbecil', 'estorban', 'tema', 'importante', 'vacuna', 'pandemia', 'aceptable', 'seguir', 'grafeno', 'magneticos', 'chip', 'metal', 'pesado', 'magneticos', 'encontrar', 'tema']",19.357102,-99.1919955
674,9.0,0.4624,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['necesario', 'gente', 'vacunada', 'curando', 'paracetamol']",19.2970107,-99.2058092
682,9.0,0.4904,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['oigan', 'caca', 'doctor', 'muerte', 'felizmente', 'vacuna', 'chingue', 'madre', 'seguir', 'disfrutar', 'putas', 'vacaciones']",19.357102,-99.1919955
686,9.0,0.3675,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['orgulloso', 'agradecido', 'deberia', 'velar', 'interes', 'ciudadano', 'movilizar', 'traer', 'vacuna', 'sonso']",19.375769,-99.137171
701,9.0,0.3672,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['mision', 'cumplida', 'suegra', 'hermano', 'tocar', 'formato', 'vacuna', 'jajajajaajahhdshdhshsjsjskssj']",19.2156239,-99.6470277
711,9.0,0.4388,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['tocar', 'dosis', 'irme', 'disfrazado', 'caricatura', 'vestida', 'verde', 'ligar']",19.357102,-99.1919955
712,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['oigan', 'vacuna', 'mama']",19.357102,-99.1919955
714,9.0,0.4978,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['animo', 'profesor', 'preferible', 'malestar', 'eh', 'contagiar', 'recibir', 'dosis', 'antidoto']",19.4043522,-99.128294
729,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['mr', 'ivermectina', 'enoje', 'tecito', 'pasiflorina', 'dalai', 'respiracion', 'olvidar', 'dosis', 'ivermectina']",19.2846922,-99.140238
731,9.0,0.6034,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['seguro', 'familia', 'vacuna', 'posiblemente', 'treta', 'recuperar']",19.357102,-99.1919955
736,9.0,0.4441,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['culpa', 'vacuna', 'eleccion', 'humor', 'carton']",19.4043522,-99.128294
744,9.0,0.3351,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['error', 'defensa', 'salir', 'presionar', 'meter', 'centro', 'quedar', 'centro', 'extraordinario', 'rematar', 'desire', 'volver', 'vacuna', 'universidad', 'nacional', 'rayadas', 'pumas', 'global', 'rayadas', 'pumas']",19.3668621,-99.067766
757,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['wey', 'vacuna', 'britney']",19.444937,-99.180678
770,9.0,0.5104,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['hola', 'papa', 'mama', 'positivo', 'recuperar', 'vacuna', 'tocar', 'alcaldia', 'medico', 'vacuna', 'registre', 'loco']",19.357102,-99.1919955
781,9.0,0.367,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['jefa', 'abuelito', 'vacuna']",19.2970107,-99.2058092
785,9.0,0.5783,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['dormi', 'desperte', 'noticia', 'registrar', 'vacuna']",19.3059713,-99.4041647
786,9.0,0.5499,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['gente', 'pleito', 'interno', 'vacuna']",19.2970107,-99.2058092
788,9.0,0.7,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['registrar', 'papas', 'vacuna']",19.412031,-99.413769
791,9.0,0.3697,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['saludo', 'recuperar', 'mareado', 'vacuna', 'bola', 'presentador']",19.3998346,-99.1843501
793,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['chale', 'doble']",19.3998346,-99.1843501
795,9.0,0.4153,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['insistir', 'vacuna', 'xd', 'flojero', 'caso', 'volver', 'manosear', 'necesitar', 'vacuna', 'jajajajaja']",19.232228,-99.324375
799,9.0,0.504,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['papa', 'tio', 'papas', 'amigo', 'registrado', 'vacuna']",19.444937,-99.180678
811,9.0,0.5304,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['tic', 'cansancio', 'sintoma', 'neurologico', 'deberia', 'medico', 'recurrente', 'normal', 'suerte']",19.2846922,-99.140238
814,9.0,0.472,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['agregar', 'tipo', 'recuperar', 'honesto', 'honestos', 'listo', 'necesitar', 'vacuna', 'oxigeno', 'seguir', 'capricho', 'tren']",19.087511,-99.315748
818,9.0,0.4716,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['emocionar', 'papas', 'tia', 'consulte', 'cita', 'mama', 'tocar', 'cumpleanos', 'regalo', 'dosis']",19.2970107,-99.2058092
819,9.0,0.82,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['registre', 'padre', 'recibir', 'vacuna', 'emocion']",19.357102,-99.1919955
843,9.0,0.5071,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['guion', 'episodio', 'rosa', 'guadalupe', 'gente', 'rezando', 'afuera', 'palacio', 'nacional', 'renunciar', 'vacuna', 'pequeno', 'timmy', 'aire', 'mover', 'cabello', 'beta', 'voila', 'milagro', 'resucitado', 'mesio']",19.2970107,-99.2058092
847,9.0,0.85,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['tampico', 'vacuna', 'abuelito', 'adulto', 'entender', 'gente', 'necesitar', 'nieto', 'vacuna']",18.3671046,-100.613313
858,9.0,0.4827,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['sencillo', 'andar', 'incompleto', 'acabamos', 'perder', 'mereciese', 'dosis', 'anoranza', 'especie', 'luto', 'volver', 'completo', 'inadaptados', 'caminar', 'arrastrar', 'alma', 'barrer', 'suelo', 'mirada']",19.3998346,-99.1843501
871,9.0,0.5044,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['outfits', 'bonito', 'obvio', 'morrito', 'precioso', 'vacuna', 'hermoso', 'km']",19.3998346,-99.1843501
877,9.0,0.2606,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['medico', 'farmacia', 'querido', 'monica', 'joven', 'expuesto', 'ganar', 'sentir', 'valer', 'pena', 'vacuna', 'tod', 'beso']",19.357102,-99.1919955
885,9.0,0.82,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['pinche', 'desgarre', 'vestidura', 'pendejo', 'miembro', 'academia', 'pedorro', 'lengua', 'viperino', 'chamba', 'alguien', 'labor', 'gestionar', 'vacuna', 'aplicaron', 'lastimo', 'enfermizo', 'resentimiento']",19.2970107,-99.2058092
887,9.0,0.4323,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['esposa', 'recibimos', 'vacuna', 'sentir', 'cansancio', 'tardar', 'enorme', 'fila', 'suerte', 'mama']",19.232228,-99.324375
890,9.0,0.3877,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['defiendo', 'avecinar', 'desmadre', 'generacion', 'toque', 'vacuna', 'meter', 'fila', 'rico', 'prole', 'puntazosya']",19.51799,-99.330259
892,9.0,0.3684,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['quedate', 'conoci', 'fila', 'vacuna']",19.3998346,-99.1843501
895,9.0,0.5279,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['video', 'reclamar', 'vacuna', 'terrible', 'caso']",19.4043522,-99.128294
901,9.0,0.4927,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['recibir', 'moderna', 'sentir', 'cansado', 'maestro', 'recibir', 'vacuna']",19.51799,-99.330259
915,9.0,0.8499,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['ay', 'amigo', 'sentir', 'covid', 'pinche', 'vacuna', 'potente']",19.3059713,-99.4041647
928,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['amiguita', 'fila', 'vacuna']",19.3863707,-99.259495
932,9.0,0.6092,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['necesito', 'pinche', 'dosis', 'nootropico', 'estimulen', 'cerebro', 'recuerdes', 'olvidar', 'amplies', 'capacidad', 'resolutivo']",19.2970107,-99.2058092
934,9.0,0.3685,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['empuje', 'atorar', 'romero', 'abrazo', 'pinche']",19.375769,-99.137171
953,9.0,0.55,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['vacuna', 'seguro', 'come', 'vacuna']",19.357102,-99.1919955
956,9.0,0.4945,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['sentir', 'envidia', 'publican', 'papas', 'mamas', 'vacuna', 'ojala', 'gato']",19.357102,-99.1919955
958,9.0,0.553,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['familia', 'faltar', 'hermano', 'dosis', 'esquema', 'completo', 'cantar', 'victoria', 'llegar', 'contagio']",19.357102,-99.1919955
960,9.0,0.6636,"dosis, pinche, papas, registrar, sentir, fila, covid, mama, seguro, papa","['dosis', 'astrazeneca', 'papas', 'neta', 'sentir', 'chino', 'paz']",19.444937,-99.180678
