Unnamed: 0,Dominant_Topic,Perc_Contribution,Topic_Keywords,0,url,tweet,dia,mes,año,latitud,longitud,alcaldia,termino
1,0.0,0.3712,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['pasar', 'do', 'alcance', 'vacuna', 'amar', 'hijo', 'ano', 'hospital', 'nino', 'morelense', 'iste', 'alvaro', 'oregon', 'citar', 'viernes', 'porque', 'vacuna']",https://twitter.com/ErikaRi11111/status/1541865483946934273,"@DiariodeMorelos Pues entonces que está pasa do?! Yo hoy ya no alcance vacuna para amo hijo de 11 años y en el Hospital del niño Morelense, en el ISSSTE de Álvaro Obregón, citaron hasta el viernes, xq según ellos ya no hay vacunas.",28,6,2022,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
72,0.0,0.5161,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['contagie', 'alto', 'terapia', 'post', 'covid', 'vacuna', 'llegar', 'alvaro', 'oregon', 'llegar', 'vacuna', 'vacuna']",https://twitter.com/Sam_Barcenas/status/1436761911203409920,"Ya me contagié, ya me dieron de alta, estoy en terapias post covid y la vacuna aún no llega a Álvaro Obregón. 🙄🙃 ¿Algún día llegará? 🤔 @Claudiashein
#VacunacionCDMX 
#VacunaCOVID19",11,9,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
238,0.0,0.2639,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['vacuna', 'aplicar', 'delalvaro', 'oregon', 'mando', 'aplicar', 'fe', 'alto', 'riesgo']",https://twitter.com/Henner_Hofmann/status/1376759933002248193,"@euronews Esta es la vacuna que aplicarán en la del..alvaro Obregon.
Y es la que mando usa por qué no la aplicarán ellos ya que es fe alto riesgo",29,3,2021,19.3894713,-99.1957079,Álvaro Obregón,"""vacuna Ãlvaro ObregÃ³n"""
287,0.0,0.5277,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['ayudar', 'azcapotzalco', 'pedir', 'limosna', 'vacuna', 'friegues']",https://twitter.com/Mozzei3/status/1440843189296906241,"@EduardoClark O sea no está mal ayudar, pero en Azcapotzalco parece que les estamos pidiendo limosna, por una vacuna, no friegues.  https://t.co/h2Ayx7aca1",22,9,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
304,0.0,0.2968,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['alguien', 'oriente', 'ayudar', 'favor', 'semana', 'tocar', 'vacuna', 'azcapotzalco', 'dosis', 'covid', 'manana', 'cumplo', 'prueba', 'ojala', 'salir', 'negativo', 'vacuna', 'covid']",https://twitter.com/caroqueen2/status/1439623961394941955,@GobCDMX @Claudiashein Alguien que me oriente ! Ayude por favor ! Esta semana me hubiera tocado la vacuna en Azcapotzalco la segunda dosis pero me dio COVID! Mañana cumplo los 15 días  para hacerme la prueba y ojalá salga negativa pero cuando me puedo vacunar ! En cuánto tiempo después del COVID,19,9,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
458,0.0,0.3704,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['quer', 'azcapotzalco', 'vacuna', 'covid']",https://twitter.com/ItesmN/status/1412244281524330498,(query 188) Azcapotzalco vacuna covid,5,7,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
501,0.0,0.3613,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['covid', 'machine', 'secar', 'for', 'old', 'people', 'in', 'mexico', 'city', 'dosis', 'vacuna', 'covid', 'anciano', 'azcapotzalco', 'cuajimalpa', 'millo', 'alto', 'magdalena', 'controla', 'miguel', 'hidalgo']",https://twitter.com/aabrahamssohn/status/1381328326250397700,"#Covid19 #Vaccine Second-dose for old #people in #MexicoCity🇲🇽

Segunda dosis de la #vacuna #Covid19 para #ancianos de #Cdmx 🇲🇽

#Azcapotzalco 
#Cuajimalpa 
#MilpaAlta 
La #Magdalena #Contreras 
#MiguelHidalgo 

@VidaLLERENAS @AdrianRUBALCAVA @Paty_ORTIZC @RIVERO_Octavio @VROMOG",11,4,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
526,0.0,0.3329,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['morir', 'abuelito', 'recibir', 'vacuna', 'anti', 'covid', 'azcapotzalco', 'descartar', 'reaccion', 'adverso']",https://twitter.com/ElBigDataMx/status/1371612174100045826,🟠 Muere abuelito tras recibir vacuna anti Covid en Azcapotzalco; descartan reacción adversa https://t.co/8xMBkCJkkL https://t.co/AW7dZr0bno,15,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
527,0.0,0.4383,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['me', 'abuelo', 'morir', 'recibir', 'vacuna', 'covid', 'azcapotzalco']",https://twitter.com/PALCONOTICIAS/status/1371607910413869059,#MÉXICO Abuelo muere tras recibir vacuna contra COVID-19 en Azcapotzalco https://t.co/GXOhBf8Oyx,15,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
533,0.0,0.3328,"covid, nino, vacunada, alto, cuidar, ano, vacante, quedar, seguir, pasar","['morir', 'abuelito', 'recibir', 'vacuna', 'anti', 'covid', 'azcapotzalco', 'descartar', 'reaccion', 'adverso']",https://twitter.com/ElBigDataMx/status/1371579458491097089,🟠 Muere abuelito tras recibir vacuna anti Covid en Azcapotzalco; descartan reacción adversa https://t.co/8xMBkCJkkL https://t.co/gY5NU6u8zo,15,3,2021,19.4837824,-99.1844166,Azcapotzalco,"""vacuna Azcapotzalco"""
