id,url,date,content,likeCount,retweetCount,replyCount,coordinates,place,latitud,longitud,radio,tweet_tokenizado,palabra_clave
1505346199016067072,https://twitter.com/arqaa/status/1505346199016067072,2022-03-20 00:51:16+00:00,Nuevo efecto secundario de Janssen y Moderna | actualidad https://t.co/QvWAV98HAm,2,0,0,"{'longitude': -99.2058092, 'latitude': 19.2970107}","{'fullName': 'Coyoacán, Distrito Federal', 'name': 'Coyoacán', 'type': 'city', 'country': 'Mexico', 'countryCode': 'MX'}",19.309917325231165,-99.12243737329996,31.28km,"['efecto', 'secundario', 'janssen', 'moderna', 'actualidad']",efecto janssen
